id,title,common_name,genre,year,language,path
2834,Blueberry Hill,Vincent Rose,Rock,1940,English,dataset/Al_Lewis-Larry_Stock-Vincent_Rose/Blueberry_Hill/Blueberry_Hill.mxl
2835,"Row, Row, Row",William Jerome,Pop,1912,English,"dataset/Jimmy_Monaco-William_Jerome/Row,_Row,_Row/Row,_Row,_Row.mxl"
2836,Three O'Clock in the Morning,Julian Robledo,Pop,1921,English,dataset/Julian_Robledo-Theodora_Morse/Three_O'Clock_in_the_Morning/Three_O'Clock_in_the_Morning.mxl
2843,Charmaine,Lew Pollack,Pop,1920,English,dataset/Erno_Rapee-Lew_Pollack/Charmaine/Charmaine.mxl
2855,It Had to Be You,Gus Kahn,Pop,1924,English,dataset/Gus_Kahn-Isham_Jones/It_Had_to_Be_You/It_Had_to_Be_You.mxl
2889,Who's Sorry Now?,Bert Kalmar,Rock,1915,English,dataset/Bert_Kalmar-Harry_Ruby-Ted_Snyder/Who's_Sorry_Now?/Who's_Sorry_Now?.mxl
2912,Who's Sorry Now?,Bert Kalmar,Rock,1915,English,dataset/Bert_Kalmar-Harry_Ruby-Ted_Snyder/Who's_Sorry_Now?/Who's_Sorry_Now?.mxl
2914,I Want a Girl (Just Like the Girl That Married Dear Old Dad),Harry Von Tilzer,Pop,1911,English,dataset/Harry_Von_Tilzer-Will_Dillon/I_Want_a_Girl_(Just_Like_the_Girl_That_Married_Dear_Old_Dad)/I_Want_a_Girl_(Just_Like_the_Girl_That_Married_Dear_Old_Dad).mxl
2941,Wexford Carol,[Traditional],Rock,,English,dataset/[Traditional]/Wexford_Carol/Wexford_Carol.mxl
2946,Go Tell It on the Mountain,[Traditional],Rock,1941,English,dataset/[Traditional]/Go_Tell_It_on_the_Mountain/Go_Tell_It_on_the_Mountain.mxl
2962,Minnie the Moocher,Clarence Gaskill,Pop,1931,English,dataset/Cab_Calloway-Clarence_Gaskill-Irving_Mills/Minnie_the_Moocher/Minnie_the_Moocher.mxl
2972,Yellow Rose of Texas,[Traditional],"Folk, World, & Country",1927,English,dataset/Don_George-[Traditional]/Yellow_Rose_of_Texas/Yellow_Rose_of_Texas.mxl
2987,I Got Rhythm,George Gershwin,Pop,1930,English,dataset/George_Gershwin-Ira_Gershwin/I_Got_Rhythm/I_Got_Rhythm.mxl
2998,For He's a Jolly Good Fellow,[Traditional],Pop,,English,dataset/[Traditional]/For_He's_a_Jolly_Good_Fellow/For_He's_a_Jolly_Good_Fellow.mxl
3004,Coventry Carol,[Traditional],"Folk, World, & Country",,English,dataset/[Traditional]/Coventry_Carol/Coventry_Carol.mxl
3007,Dardanella,Johnny Black [1],Pop,1913,English,dataset/Felix_Bernard-Fred_Fisher-Johnny_Black_[1]/Dardanella/Dardanella.mxl
3038,Have You Ever Been Lonely?,Billy Hill,Pop,1933,English,dataset/Billy_Hill-Peter_De_Rose/Have_You_Ever_Been_Lonely?/Have_You_Ever_Been_Lonely?.mxl
3042,Home Sweet Home,John Howard Payne [1],Pop,1821,English,dataset/Henry_Rowley_Bishop-John_Howard_Payne_[1]/Home_Sweet_Home/Home_Sweet_Home.mxl
3044,Melody of Love,Hans Engelmann,Pop,1893,,dataset/Hans_Engelmann/Melody_of_Love/Melody_of_Love.mxl
3048,Mademoiselle from Armentières,[Traditional],Pop,,English,dataset/[Traditional]/Mademoiselle_from_Armentières/Mademoiselle_from_Armentières.mxl
3050,Red Sails in the Sunset,Hugh Williams,Rock,1935,English,dataset/Hugh_Williams-Jimmy_Kennedy/Red_Sails_in_the_Sunset/Red_Sails_in_the_Sunset.mxl
3060,Somebody Loves Me,George Gershwin,Pop,1924,English,dataset/B.G._DeSylva-Ballard_MacDonald-George_Gershwin/Somebody_Loves_Me/Somebody_Loves_Me.mxl
3062,It Came upon the Midnight Clear,Edmund Sears,Pop,1843,English,dataset/Edmund_Sears/It_Came_upon_the_Midnight_Clear/It_Came_upon_the_Midnight_Clear.mxl
3065,Just a Closer Walk with Thee,[Traditional],Rock,,English,dataset/[Traditional]/Just_a_Closer_Walk_with_Thee/Just_a_Closer_Walk_with_Thee.mxl
3096,You Stepped out of a Dream,Gus Kahn,Pop,1941,English,dataset/Gus_Kahn-Nacio_Herb_Brown/You_Stepped_out_of_a_Dream/You_Stepped_out_of_a_Dream.mxl
3158,Core 'ngrato,Salvatore Cardillo,Pop,1911,Italian,dataset/Riccardo_Cordiferro-Salvatore_Cardillo/Core_'ngrato/Core_'ngrato.mxl
3168,The Parade of the Wooden Soldiers,Ballard MacDonald,Rock,1908,English,dataset/Ballard_MacDonald/The_Parade_of_the_Wooden_Soldiers/The_Parade_of_the_Wooden_Soldiers.mxl
3188,Thinking of You,Bert Kalmar,Pop,1915,English,dataset/Bert_Kalmar-Harry_Ruby/Thinking_of_You/Thinking_of_You.mxl
3206,"My Little Grass Shack in Kealakekua, Hawaii",Johnny Noble,Pop,1933,English,"dataset/Bill_Cogswell-Johnny_Noble-Tommy_Harrison/My_Little_Grass_Shack_in_Kealakekua,_Hawaii/My_Little_Grass_Shack_in_Kealakekua,_Hawaii.mxl"
3236,He's Got the Whole World in His Hands,[Traditional],Pop,1929,English,dataset/[Traditional]/He's_Got_the_Whole_World_in_His_Hands/He's_Got_the_Whole_World_in_His_Hands.mxl
3245,Hjärtats saga,Wilhelm Åström,Pop,,Swedish,dataset/Alfred_Hedenstierna-Wilhelm_Åström/Hjärtats_saga/Hjärtats_saga.mxl
3289,Blue Moon,Lorenz Hart,Rock,1934,English,dataset/Lorenz_Hart/Blue_Moon/Blue_Moon.mxl
3324,"Still, Still, Still",[Traditional],Rock,,German,"dataset/[Traditional]/Still,_Still,_Still/Still,_Still,_Still.mxl"
3332,I'll Be Seeing You,Irving Kahal,Pop,1938,English,dataset/Irving_Kahal-Sammy_Fain/I'll_Be_Seeing_You/I'll_Be_Seeing_You.mxl
3339,Let a Smile Be Your Umbrella,Irving Kahal,Pop,1922,English,dataset/Francis_Wheeler-Irving_Kahal-Sammy_Fain/Let_a_Smile_Be_Your_Umbrella/Let_a_Smile_Be_Your_Umbrella.mxl
3341,A Broken Doll,James W. Tate,Rock,1916,English,dataset/Clifford_Harris-James_W._Tate/A_Broken_Doll/A_Broken_Doll.mxl
3345,Ballin' the Jack,Jim Burris,Rock,,English,dataset/Chris_Smith_[1]-Jim_Burris/Ballin'_the_Jack/Ballin'_the_Jack.mxl
3350,My Melancholy Baby,George A. Norton,Rock,,English,dataset/Ernie_Burnett-George_A._Norton/My_Melancholy_Baby/My_Melancholy_Baby.mxl
3351,An Apple for the Teacher,Jimmy Monaco,Pop,1915,English,dataset/Jimmy_Monaco-Johnny_Burke/An_Apple_for_the_Teacher/An_Apple_for_the_Teacher.mxl
3375,Dancing with Tears in My Eyes,Al Dubin,Rock,1918,English,dataset/Al_Dubin-Joe_Burke/Dancing_with_Tears_in_My_Eyes/Dancing_with_Tears_in_My_Eyes.mxl
3380,In a Little Spanish Town,Joe Young,Rock,1926,English,dataset/Joe_Young-Mabel_Wayne-Sam_Lewis/In_a_Little_Spanish_Town/In_a_Little_Spanish_Town.mxl
3383,Snuggled on Your Shoulder (Cuddled in Your Arms),Joe Young,Pop,1932,English,dataset/Carmen_Lombardo-Joe_Young/Snuggled_on_Your_Shoulder_(Cuddled_in_Your_Arms)/Snuggled_on_Your_Shoulder_(Cuddled_in_Your_Arms).mxl
3395,What Child Is This?,William Chatterton Dix,Pop,1867,English,dataset/William_Chatterton_Dix/What_Child_Is_This?/What_Child_Is_This?.mxl
3402,Carolina in the Morning,Walter Donaldson,Pop,1922,English,dataset/Gus_Kahn-Walter_Donaldson/Carolina_in_the_Morning/Carolina_in_the_Morning.mxl
3404,In the Chapel in the Moonlight,Billy Hill,Pop,1936,English,dataset/Billy_Hill/In_the_Chapel_in_the_Moonlight/In_the_Chapel_in_the_Moonlight.mxl
3418,Do It Again,George Gershwin,Pop,1922,English,dataset/B.G._DeSylva-George_Gershwin/Do_It_Again/Do_It_Again.mxl
3429,'S Wonderful,George Gershwin,Pop,1917,English,dataset/George_Gershwin-Ira_Gershwin/'S_Wonderful/'S_Wonderful.mxl
3455,The Quartermaster's Stores,[Traditional],Pop,,English,dataset/[Traditional]/The_Quartermaster's_Stores/The_Quartermaster's_Stores.mxl
3457,Memories,Gus Kahn,Rock,1916,English,dataset/Egbert_Van_Alstyne-Gus_Kahn/Memories/Memories.mxl
3467,My Little Lady,Jimmie Rodgers,"Folk, World, & Country",1928,English,dataset/Elsie_McWilliams-Jimmie_Rodgers/My_Little_Lady/My_Little_Lady.mxl
3475,It Had to Be You,Gus Kahn,Pop,1924,English,dataset/Gus_Kahn-Isham_Jones/It_Had_to_Be_You/It_Had_to_Be_You.mxl
3500,Come Josephine in My Flying Machine (Up She Goes!),Fred Fisher,Pop,1910,English,dataset/Alfred_Bryan-Fred_Fisher/Come_Josephine_in_My_Flying_Machine_(Up_She_Goes!)/Come_Josephine_in_My_Flying_Machine_(Up_She_Goes!).mxl
3505,Please,Ralph Rainger,Pop,1932,English,dataset/Leo_Robin-Ralph_Rainger/Please/Please.mxl
3574,I'll Be with You in Apple Blossom Time,Neville Fleeson,Pop,1916,English,dataset/Albert_Von_Tilzer-Neville_Fleeson/I'll_Be_with_You_in_Apple_Blossom_Time/I'll_Be_with_You_in_Apple_Blossom_Time.mxl
3608,My Melancholy Baby,George A. Norton,Rock,,English,dataset/Ernie_Burnett-George_A._Norton/My_Melancholy_Baby/My_Melancholy_Baby.mxl
3635,Knees Up Mother Brown!,Bert Lee,Rock,1913,English,dataset/Bert_Lee-Harris_Weston/Knees_Up_Mother_Brown!/Knees_Up_Mother_Brown!.mxl
3657,After the Ball,Charles K. Harris,Pop,1898,English,dataset/Charles_K._Harris/After_the_Ball/After_the_Ball.mxl
3682,"Guter Mond, du gehst so stille",[Traditional],Pop,,German,"dataset/[Traditional]-[Unknown]/Guter_Mond,_du_gehst_so_stille/Guter_Mond,_du_gehst_so_stille.mxl"
3692,I'm Alone Because I Love You,Joe Young,Rock,1930,English,dataset/Ira_Schuster-Joe_Young/I'm_Alone_Because_I_Love_You/I'm_Alone_Because_I_Love_You.mxl
3746,Alice Blue Gown,Joseph McCarthy,Rock,1914,English,dataset/Harry_Tierney-Joseph_McCarthy/Alice_Blue_Gown/Alice_Blue_Gown.mxl
3753,Je crois entendre encore,Michel Carré,Rock,1863,French,dataset/Eugène_Cormon-Georges_Bizet-Michel_Carré/Je_crois_entendre_encore/Je_crois_entendre_encore.mxl
3758,Soldiers in the Park,Lionel Monckton,Pop,1892,English,dataset/Aubrey_Hopwood-Lionel_Monckton/Soldiers_in_the_Park/Soldiers_in_the_Park.mxl
3780,Auld Lang Syne,[Traditional],Pop,,English,dataset/Robert_Burns-[Traditional]/Auld_Lang_Syne/Auld_Lang_Syne.mxl
3804,I Belong to Glasgow,Will Fyffe,"Folk, World, & Country",1905,English,dataset/Will_Fyffe/I_Belong_to_Glasgow/I_Belong_to_Glasgow.mxl
3818,La paloma,Sebastián Yradier,Pop,1837,Spanish,dataset/Sebastián_Yradier/La_paloma/La_paloma.mxl
3828,Dearly Beloved,Jerome Kern,Pop,1942,English,dataset/Jerome_Kern-Johnny_Mercer/Dearly_Beloved/Dearly_Beloved.mxl
3941,"Bewitched, Bothered and Bewildered",Lorenz Hart,Pop,1940,English,"dataset/Lorenz_Hart-Richard_Rodgers/Bewitched,_Bothered_and_Bewildered/Bewitched,_Bothered_and_Bewildered.mxl"
3951,The Lady Is a Tramp,Lorenz Hart,Pop,1937,English,dataset/Lorenz_Hart-Richard_Rodgers/The_Lady_Is_a_Tramp/The_Lady_Is_a_Tramp.mxl
3966,I'm Sitting on Top of the World,Joe Young,Pop,1925,English,dataset/Joe_Young-Ray_Henderson-Sam_Lewis/I'm_Sitting_on_Top_of_the_World/I'm_Sitting_on_Top_of_the_World.mxl
3970,Frankie and Johnny,[Traditional],Rock,1916,English,dataset/[Traditional]/Frankie_and_Johnny/Frankie_and_Johnny.mxl
3990,I've Told Ev'ry Little Star,Jerome Kern,Pop,1932,English,dataset/Jerome_Kern-Oscar_Hammerstein_II/I've_Told_Ev'ry_Little_Star/I've_Told_Ev'ry_Little_Star.mxl
3993,"Good Christian Men, Rejoice",John Mason Neale,"Folk, World, & Country",1842,English,"dataset/John_Mason_Neale/Good_Christian_Men,_Rejoice/Good_Christian_Men,_Rejoice.mxl"
4013,Dream a Little Dream of Me,Gus Kahn,Rock,1931,English,dataset/Fabian_Andre-Gus_Kahn-Wilbur_Schwandt/Dream_a_Little_Dream_of_Me/Dream_a_Little_Dream_of_Me.mxl
4025,The Boulevard of Broken Dreams,Al Dubin,Pop,1934,English,dataset/Al_Dubin-Harry_Warren/The_Boulevard_of_Broken_Dreams/The_Boulevard_of_Broken_Dreams.mxl
4034,Louise,Richard A. Whiting,Rock,1929,English,dataset/Leo_Robin-Richard_A._Whiting/Louise/Louise.mxl
4068,Jeanie with the Light Brown Hair,Stephen Foster,Pop,1922,English,dataset/Stephen_Foster/Jeanie_with_the_Light_Brown_Hair/Jeanie_with_the_Light_Brown_Hair.mxl
4071,On a Little Street in Singapore,Billy Hill,Pop,1939,English,dataset/Billy_Hill-Peter_De_Rose/On_a_Little_Street_in_Singapore/On_a_Little_Street_in_Singapore.mxl
4073,Danny Boy,Frederic Weatherly,Rock,1917,English,dataset/Frederic_Weatherly/Danny_Boy/Danny_Boy.mxl
4094,America the Beautiful,Katharine Lee Bates,Rock,1894,English,dataset/Katharine_Lee_Bates/America_the_Beautiful/America_the_Beautiful.mxl
4126,Blue Moon,Lorenz Hart,Rock,1934,English,dataset/Lorenz_Hart/Blue_Moon/Blue_Moon.mxl
4130,How Long Has This Been Going On?,George Gershwin,Rock,1928,English,dataset/George_Gershwin-Ira_Gershwin/How_Long_Has_This_Been_Going_On?/How_Long_Has_This_Been_Going_On?.mxl
4193,I Got Plenty o' Nuttin',George Gershwin,Rock,1935,English,dataset/DuBose_Heyward-George_Gershwin-Ira_Gershwin/I_Got_Plenty_o'_Nuttin'/I_Got_Plenty_o'_Nuttin'.mxl
4198,The Little Brown Jug,Joseph Eastburn Winner,Rock,,English,dataset/Joseph_Eastburn_Winner/The_Little_Brown_Jug/The_Little_Brown_Jug.mxl
4202,If You Were the Only Girl (In the World),Clifford Grey,Rock,1916,English,dataset/Clifford_Grey-Nat_Ayer/If_You_Were_the_Only_Girl_(In_the_World)/If_You_Were_the_Only_Girl_(In_the_World).mxl
4226,Long Ago and Far Away,Jerome Kern,Pop,1944,English,dataset/Ira_Gershwin-Jerome_Kern/Long_Ago_and_Far_Away/Long_Ago_and_Far_Away.mxl
4241,I Won't Dance,Jerome Kern,Pop,1915,English,dataset/Jerome_Kern-Oscar_Hammerstein_II-Otto_Harbach/I_Won't_Dance/I_Won't_Dance.mxl
4257,June in January,Ralph Rainger,Pop,1934,English,dataset/Leo_Robin-Ralph_Rainger/June_in_January/June_in_January.mxl
4277,Carry Me Back to Old Virginny,James A. Bland,Pop,1882,English,dataset/James_A._Bland/Carry_Me_Back_to_Old_Virginny/Carry_Me_Back_to_Old_Virginny.mxl
4285,Loch Lomond,[Traditional],Pop,1899,English,dataset/[Traditional]/Loch_Lomond/Loch_Lomond.mxl
4298,Summertime,George Gershwin,Rock,1935,English,dataset/DuBose_Heyward-George_Gershwin-Ira_Gershwin/Summertime/Summertime.mxl
4301,Who Cares,George Gershwin,Pop,1931,English,dataset/George_Gershwin-Ira_Gershwin/Who_Cares/Who_Cares.mxl
4304,Shady Grove,[Traditional],"Folk, World, & Country",,English,dataset/[Traditional]/Shady_Grove/Shady_Grove.mxl
4309,Embraceable You,George Gershwin,Pop,1930,English,dataset/George_Gershwin-Ira_Gershwin/Embraceable_You/Embraceable_You.mxl
4340,The Old Spinning Wheel,Billy Hill,"Folk, World, & Country",1933,English,dataset/Billy_Hill/The_Old_Spinning_Wheel/The_Old_Spinning_Wheel.mxl
4381,Here Lies Love,Ralph Rainger,Pop,1932,English,dataset/Leo_Robin-Ralph_Rainger/Here_Lies_Love/Here_Lies_Love.mxl
4402,For You,Al Dubin,Rock,1931,English,dataset/Al_Dubin-Joe_Burke/For_You/For_You.mxl
4406,"I Can Dream, Can't I?",Irving Kahal,Pop,1938,English,"dataset/Irving_Kahal-Sammy_Fain/I_Can_Dream,_Can't_I?/I_Can_Dream,_Can't_I?.mxl"
4407,Banks of the Ohio,[Traditional],Rock,1927,English,dataset/[Traditional]/Banks_of_the_Ohio/Banks_of_the_Ohio.mxl
4415,"I'll Take You Home Again, Kathleen",Thomas P. Westendorf,Pop,,English,"dataset/Thomas_P._Westendorf/I'll_Take_You_Home_Again,_Kathleen/I'll_Take_You_Home_Again,_Kathleen.mxl"
4420,Tiger Rag,Henry Ragas,Pop,1917,,dataset/Eddie_Edwards-Henry_Ragas-Larry_Shields-Nick_LaRocca-Tony_Sbarbaro/Tiger_Rag/Tiger_Rag.mxl
4446,Falling in Love with Love,Lorenz Hart,Pop,1938,English,dataset/Lorenz_Hart-Richard_Rodgers/Falling_in_Love_with_Love/Falling_in_Love_with_Love.mxl
4450,After You've Gone,Henry Creamer,Rock,1904,English,dataset/Henry_Creamer-Turner_Layton/After_You've_Gone/After_You've_Gone.mxl
4462,The Bells of St. Mary's,A. Emmett Adams,Rock,1919,English,dataset/A._Emmett_Adams-Douglas_Furber/The_Bells_of_St._Mary's/The_Bells_of_St._Mary's.mxl
4485,Go Tell It on the Mountain,[Traditional],Rock,1941,English,dataset/[Traditional]/Go_Tell_It_on_the_Mountain/Go_Tell_It_on_the_Mountain.mxl
4488,Pretty Baby,Tony Jackson [1],Pop,1898,English,dataset/Egbert_Van_Alstyne-Gus_Kahn-Tony_Jackson_[1]/Pretty_Baby/Pretty_Baby.mxl
4502,Liza (All the Clouds'll Roll Away),Gus Kahn,Pop,1929,English,dataset/George_Gershwin-Gus_Kahn-Ira_Gershwin/Liza_(All_the_Clouds'll_Roll_Away)/Liza_(All_the_Clouds'll_Roll_Away).mxl
4506,Love Walked In,George Gershwin,Pop,1938,English,dataset/George_Gershwin-Ira_Gershwin/Love_Walked_In/Love_Walked_In.mxl
4532,South American Way,Al Dubin,Pop,1939,English,dataset/Al_Dubin-Jimmy_McHugh/South_American_Way/South_American_Way.mxl
4540,The Wild Rover,[Traditional],Rock,1955,English,dataset/[Traditional]/The_Wild_Rover/The_Wild_Rover.mxl
4543,What Do You Want to Make Those Eyes at Me For?,Joseph McCarthy,Rock,1914,English,dataset/Howard_Johnson-Jimmy_Monaco-Joseph_McCarthy/What_Do_You_Want_to_Make_Those_Eyes_at_Me_For?/What_Do_You_Want_to_Make_Those_Eyes_at_Me_For?.mxl
4585,The Skye Boat Song,Sir Harold Boulton,"Folk, World, & Country",1899,English,dataset/Annie_MacLeod-Sir_Harold_Boulton/The_Skye_Boat_Song/The_Skye_Boat_Song.mxl
4597,The Teddy Bears Picnic,John W. Bratton,Pop,1907,,dataset/John_W._Bratton/The_Teddy_Bears_Picnic/The_Teddy_Bears_Picnic.mxl
4621,The Lady Is a Tramp,Lorenz Hart,Pop,1937,English,dataset/Lorenz_Hart-Richard_Rodgers/The_Lady_Is_a_Tramp/The_Lady_Is_a_Tramp.mxl
4626,Angels We Have Heard on High,James Chadwick,Rock,1847,English,dataset/James_Chadwick/Angels_We_Have_Heard_on_High/Angels_We_Have_Heard_on_High.mxl
4700,Good King Wenceslas,Thomas Helmore,"Folk, World, & Country",1850,English,dataset/John_Mason_Neale-Thomas_Helmore/Good_King_Wenceslas/Good_King_Wenceslas.mxl
4704,Amapola,Joseph LaCalle,Rock,,,dataset/Joseph_LaCalle/Amapola/Amapola.mxl
4735,Happy Birthday to You,Patty Hill,Rock,1907,English,dataset/Mildred_Hill-Patty_Hill/Happy_Birthday_to_You/Happy_Birthday_to_You.mxl
4739,Let Us Break Bread Together,[Traditional],Pop,,English,dataset/[Traditional]/Let_Us_Break_Bread_Together/Let_Us_Break_Bread_Together.mxl
4747,I Saw Three Ships,[Traditional],Pop,,English,dataset/[Traditional]/I_Saw_Three_Ships/I_Saw_Three_Ships.mxl
4757,How Can I Keep from Singing?,Robert Lowry,"Folk, World, & Country",1862,English,dataset/Robert_Lowry/How_Can_I_Keep_from_Singing?/How_Can_I_Keep_from_Singing?.mxl
4762,You Are Too Beautiful,Lorenz Hart,Pop,1933,English,dataset/Lorenz_Hart-Richard_Rodgers/You_Are_Too_Beautiful/You_Are_Too_Beautiful.mxl
4776,When You Come to the End of the Day,Gus Kahn,Pop,1929,English,dataset/Frank_Westphal-Gus_Kahn/When_You_Come_to_the_End_of_the_Day/When_You_Come_to_the_End_of_the_Day.mxl
4795,I'll Be Seeing You,Irving Kahal,Pop,1938,English,dataset/Irving_Kahal-Sammy_Fain/I'll_Be_Seeing_You/I'll_Be_Seeing_You.mxl
4801,Drifting and Dreaming,Loyal Curtis,Pop,,English,dataset/Egbert_Van_Alstyne-Erwin_Roeder_Schmidt-Haven_Gillespie-Loyal_Curtis/Drifting_and_Dreaming/Drifting_and_Dreaming.mxl
4825,Way Down Yonder in New Orleans,Henry Creamer,Rock,1922,English,dataset/Henry_Creamer-Turner_Layton/Way_Down_Yonder_in_New_Orleans/Way_Down_Yonder_in_New_Orleans.mxl
4828,They All Laughed,George Gershwin,Pop,1937,English,dataset/George_Gershwin-Ira_Gershwin/They_All_Laughed/They_All_Laughed.mxl
4838,You're Driving Me Crazy (What Did I Do?),Walter Donaldson,Pop,1920,English,dataset/Walter_Donaldson/You're_Driving_Me_Crazy_(What_Did_I_Do?)/You're_Driving_Me_Crazy_(What_Did_I_Do?).mxl
4854,I Heard the Bells on Christmas Day,John Baptiste Calkin,Rock,1866,English,dataset/John_Baptiste_Calkin/I_Heard_the_Bells_on_Christmas_Day/I_Heard_the_Bells_on_Christmas_Day.mxl
4870,(There'll Be Bluebirds Over) The White Cliffs of Dover,Nat Schwartz,Pop,,English,dataset/Nat_Schwartz-Walter_Kent/(There'll_Be_Bluebirds_Over)_The_White_Cliffs_of_Dover/(There'll_Be_Bluebirds_Over)_The_White_Cliffs_of_Dover.mxl
4878,Simple Gifts,"Joseph Brackett, Jr.",Pop,1839,English,"dataset/Joseph_Brackett,_Jr./Simple_Gifts/Simple_Gifts.mxl"
4879,Colonel Bogey March,Frederick Ricketts,Pop,1913,,dataset/Frederick_Ricketts/Colonel_Bogey_March/Colonel_Bogey_March.mxl
4904,Second Hand Rose,James Hanley,Pop,,English,dataset/Grant_Clarke-James_Hanley/Second_Hand_Rose/Second_Hand_Rose.mxl
4906,Rock of Ages,Thomas Hastings,Rock,1828,English,dataset/Augustus_Toplady-Thomas_Hastings/Rock_of_Ages/Rock_of_Ages.mxl
4918,Sleepy Time Gal,Richard A. Whiting,Pop,1925,English,dataset/Ange_Lorenzo-Joseph_Alden-Raymond_B._Egan-Richard_A._Whiting/Sleepy_Time_Gal/Sleepy_Time_Gal.mxl
4920,Beautiful Isle of Somewhere,John Sylvester Fearis,Pop,1908,English,dataset/Jesse_Brown_Pounds-John_Sylvester_Fearis/Beautiful_Isle_of_Somewhere/Beautiful_Isle_of_Somewhere.mxl
4923,Ain't We Got Fun,Richard A. Whiting,Pop,1914,English,dataset/Gus_Kahn-Raymond_B._Egan-Richard_A._Whiting/Ain't_We_Got_Fun/Ain't_We_Got_Fun.mxl
4933,Where the River Shannon Flows,James I. Russell,Pop,,English,dataset/James_I._Russell/Where_the_River_Shannon_Flows/Where_the_River_Shannon_Flows.mxl
4934,My Wild Irish Rose,Chauncey Olcott,Pop,1899,English,dataset/Chauncey_Olcott/My_Wild_Irish_Rose/My_Wild_Irish_Rose.mxl
4955,"Oh Johnny, oh Johnny, Oh!",Ed Rose,Pop,1905,English,"dataset/Abe_Olman-Ed_Rose/Oh_Johnny,_oh_Johnny,_Oh!/Oh_Johnny,_oh_Johnny,_Oh!.mxl"
4959,Ave Maria,Charles Gounod,Pop,1855,,dataset/Charles_Gounod/Ave_Maria/Ave_Maria.mxl
4988,I Don't Know Why (I Just Do),Roy Turk,Pop,1931,English,dataset/Fred_E._Ahlert-Roy_Turk/I_Don't_Know_Why_(I_Just_Do)/I_Don't_Know_Why_(I_Just_Do).mxl
5007,Wild Mountain Thyme,Robert Tannahill,Rock,1792,English,dataset/Francis_McPeake-Robert_Tannahill/Wild_Mountain_Thyme/Wild_Mountain_Thyme.mxl
5017,Coquette,Gus Kahn,Rock,1928,English,dataset/Carmen_Lombardo-Gus_Kahn-Johnny_Green/Coquette/Coquette.mxl
5028,Sweet Georgia Brown,Ben Bernie,Rock,1925,English,dataset/Ben_Bernie-Kenneth_Casey-Maceo_Pinkard/Sweet_Georgia_Brown/Sweet_Georgia_Brown.mxl
5034,Drink to Me Only with Thine Eyes,[Traditional],Pop,,English,dataset/[Traditional]/Drink_to_Me_Only_with_Thine_Eyes/Drink_to_Me_Only_with_Thine_Eyes.mxl
5059,Whispering Hope,Septimus Winner,Pop,1911,English,dataset/Septimus_Winner/Whispering_Hope/Whispering_Hope.mxl
5072,I'll Be with You in Apple Blossom Time,Neville Fleeson,Pop,1916,English,dataset/Albert_Von_Tilzer-Neville_Fleeson/I'll_Be_with_You_in_Apple_Blossom_Time/I'll_Be_with_You_in_Apple_Blossom_Time.mxl
5078,Sometimes I Feel Like a Motherless Child,[Traditional],Rock,,English,dataset/[Traditional]/Sometimes_I_Feel_Like_a_Motherless_Child/Sometimes_I_Feel_Like_a_Motherless_Child.mxl
5098,Summertime,George Gershwin,Rock,1935,English,dataset/DuBose_Heyward-George_Gershwin-Ira_Gershwin/Summertime/Summertime.mxl
5099,Aloha Oe,Liliuokalani,"Folk, World, & Country",1904,English,dataset/Liliuokalani/Aloha_Oe/Aloha_Oe.mxl
5117,The Band Played On,Charles B. Ward,Pop,1891,English,dataset/Charles_B._Ward-John_F._Palmer/The_Band_Played_On/The_Band_Played_On.mxl
5125,Little Sir Echo,Laura Rountree Smith,Pop,,English,dataset/John_Sylvester_Fearis-Laura_Rountree_Smith/Little_Sir_Echo/Little_Sir_Echo.mxl
5135,Isn't It Romantic?,Lorenz Hart,Pop,1932,English,dataset/Lorenz_Hart-Richard_Rodgers/Isn't_It_Romantic?/Isn't_It_Romantic?.mxl
