id,title,artist_name,genre,year,language,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity
elsass86,ZERDRUECK DIE THRAENE NICHT IN DEINEM AUGE,Unknown,folk,Unknown,French,folkKern/elsass/elsass86.krn,No Lyrics,1.34375,86,64.0,0.7235294117647059,0.482065911730538,11.84313725490196,2.7529411764705882,32,0.37209302325581395
elsass47,VEILE ROSE BLIAEMELEIN,Unknown,folk,Unknown,French,folkKern/elsass/elsass47.krn,No Lyrics,1.8333333333333333,44,24.0,0.5348837209302325,0.16689186156287594,10.232558139534882,1.6046511627906974,20,0.45454545454545453
elsass28,STETS IN TRAUERN MUSS ICH LEBEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass28.krn,No Lyrics,1.5277777777777777,55,36.0,0.6481481481481481,0.29860213882587244,16.296296296296298,1.8333333333333335,21,0.38181818181818183
elsass36,GANG MER NIT UEBER MIS MAETTELI,Unknown,folk,Unknown,French,folkKern/elsass/elsass36.krn,No Lyrics,1.8333333333333333,33,18.0,0.515625,0.2647042866577721,11.011904761904761,1.5,17,0.5151515151515151
elsass24,MAEDCHEN HAST DU LUST ZU TRUTZEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass24.krn,No Lyrics,1.1590909090909092,51,44.0,0.82,0.5050742519669756,23.53015873015873,3.12,30,0.5882352941176471
elsass33,TANZ LIEBCHEN TANZ,Unknown,folk,Unknown,French,folkKern/elsass/elsass33.krn,No Lyrics,1.575,63,40.0,0.6129032258064516,0.31003843204421094,20.78341013824885,1.153225806451613,30,0.47619047619047616
elsass39,GUGUK IM HAEFELE,Unknown,folk,Unknown,French,folkKern/elsass/elsass39.krn,No Lyrics,1.7142857142857142,36,21.0,0.5571428571428572,0.2610809554642438,24.380952380952387,3.1714285714285717,17,0.4722222222222222
elsass87,FERN IM SUED DAS SCHOENE SPANIEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass87.krn,No Lyrics,1.2833333333333334,77,60.0,0.7631578947368421,0.4586427646824572,20.526315789473678,3.0526315789473686,36,0.4675324675324675
elsass88,EIN LAEMMLEIN TRANK VOM FRISCHEN,Unknown,folk,Unknown,French,folkKern/elsass/elsass88.krn,No Lyrics,2.46875,79,32.0,0.391025641025641,0.26731614694862865,23.247863247863247,2.0769230769230766,30,0.379746835443038
elsass15,GEDENK MIT HOCHGEFUEHL AN JENE,Unknown,folk,Unknown,French,folkKern/elsass/elsass15.krn,No Lyrics,1.2222222222222223,88,72.0,0.8103448275862069,0.48536856069859513,27.673782156540785,1.5402298850574712,41,0.4659090909090909
elsass62,SCHON WIEDER TOENT VOM SCHACHTE HER,Unknown,folk,Unknown,French,folkKern/elsass/elsass62.krn,No Lyrics,1.2173913043478262,56,46.0,0.7909090909090909,0.5388616713280375,36.3982683982684,2.8363636363636364,26,0.4642857142857143
