id,title,artist_name,genres,year,language,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity
10460,mary did you know,Kutless,rock,,,/mxl/7/36/QmPp4K7nuWSzQSRfW5nxoyNSRoNUCkbCVp9DWzppYnWpaT.mxl,English,0.6835443037974683,216.0,316.0,1.4046511627906977,1.8054122106614947,33.5547676724146,5.511627906976743,87.0,0.4027777777777778
10461,the end of the game,Weezer,rock,,,/mxl/7/36/QmPp5YdSTezhbXghHzgUtcu1R6i4jwTLPmZMdAzkknAuM4.mxl,Bosnian,0.2819767441860465,97.0,344.0,0.9010416666666666,0.7310800787856434,20.686727641614894,2.4375,51.0,0.5257731958762887
10462,heaven is a place on earth,Belinda Carlisle,pop,,,/mxl/7/43/QmPS3vwMzknqqxx9osVAbZV28dNt9jAaqZYddtbjCn1YFZ.mxl,French,0.565625,181.0,320.0,1.725,4.463517235444612,28.700438881785995,11.152777777777777,57.0,0.3149171270718232
10463,Wassail Wassail All Over The Town - Version 4,Misc Traditional,folk,,,/mxl/7/43/QmPSum1LwC331HKniEfvm7sfmHW6njZo1uqkqWQgP9JmBS.mxl,English,0.7840909090909091,69.0,88.0,1.25,0.5784106011557981,23.823529411764707,2.5,25.0,0.36231884057971014
10464,sakura sakura,Misc Traditional,folk,,,/mxl/7/18/QmPEyQ3TWU9xEdsv8uNkCjwAbtjpWrZ8nroKGs25eozFV6.mxl,Esperanto,0.9107142857142857,51.0,56.0,0.6835443037974683,0.6422725435429043,29.066666666666656,1.3670886075949367,22.0,0.43137254901960786
10465,Il était une dame tartine,Misc Traditional,folk,,,/mxl/7/18/QmPEAVnCJaUYSSBgBSVHTvss8HcYPQ7xh833n8zD7LRgwY.mxl,French,1.4722222222222223,53.0,36.0,0.6634615384615384,0.2542173858923517,8.80503144654088,1.2884615384615385,20.0,0.37735849056603776
10466,Freedom Is Coming,Misc Traditional,folk,,,/mxl/7/31/QmPm3W3VvQLEGoRVqn8g1Mi3RwTjsnnUEzxwx7S67sdPok.mxl,English,0.7402597402597403,57.0,77.0,1.3035714285714286,0.6726717214941915,20.463728191000918,5.803571428571429,32.0,0.5614035087719298
10467,Blow Ye The Trump In Sion Blow,Misc Traditional,folk,,,/mxl/7/31/QmPmqMtBuk3D4Hx2iwFg1cfL1MKYAdoQteTCkR3nAkbebe.mxl,No Lyrics,0.6923076923076923,36.0,52.0,0.64,0.35175749222061103,47.52136752136751,1.4933333333333334,20.0,0.5555555555555556
10468,Piae Cantiones 1582,Misc Traditional,folk,,,/mxl/7/31/QmPmVSPFh66dB3RtHj5NymvXayCCUbf5azWdgdGgBeavT1.mxl,English,0.8333333333333334,40.0,48.0,1.1794871794871795,0.38375973197681457,20.512820512820515,2.358974358974359,15.0,0.375
10469,Je vais t'aimer,Louane,pop,,,/mxl/7/31/QmPm7F83gcJhDcj5i46LtMWQYHt6yd65jCvjLvQ6QWRt7E.mxl,French,0.585820895522388,157.0,268.0,1.5544871794871795,5.774679585021555,31.182208994709075,4.086538461538462,65.0,0.4140127388535032
10470,Mary Did You Know?,Pentatonix,pop,,,/mxl/7/31/QmPmrkK2hQdJuxzybX2gTCELUTN24wdGF9idncNBWvshvB.mxl,English,0.6308139534883721,217.0,344.0,1.5462962962962963,1.4175439065592708,33.894111548267276,8.097222222222221,88.0,0.4055299539170507
10471,the kids are coming,Tones And I,pop,,,/mxl/7/31/QmPmoqfoyGSCZxp1h2RHjLvG6HteyQZH6xomDxxPcKDvau.mxl,English,0.7862903225806451,195.0,248.0,1.2512820512820513,2.440247128602382,12.44186647839691,2.9,74.0,0.37948717948717947
10472,Vocals,Misc Traditional,folk,,,/mxl/7/52/QmPxbQ1vA76fhquVXAL1DxxmpFk3LUU6HZ5tst76qbdmrh.mxl,English,0.6,12.0,20.0,1.4545454545454546,0.5416534221733175,44.84848484848485,,9.0,0.75
10473,the sweet nightingale,Misc Traditional,folk,,,/mxl/7/52/QmPxVzjZxN73ZCZN3mW9ZXGWFkz7Smvf7vTE7CwJm7sxBy.mxl,English,0.7848101265822784,62.0,79.0,1.0491803278688525,0.5333540486884404,29.328743545610983,3.1475409836065573,28.0,0.45161290322580644
10474,Here We Come A-Wassailing,Misc Traditional,folk,,,/mxl/7/8/QmP9d6HGvayydHvEUS56tZ5CSZ6hKcu2jhxUGidFAHRkev.mxl,English,1.856115107913669,129.0,69.5,0.51171875,0.5911616072601785,9.37063800877031,6.328125,48.0,0.37209302325581395
10475,Joseph was an old man (17617),Misc Traditional,folk,,,/mxl/7/8/QmP9nnpWc6dpbCitf49PsqDNmfgqQY6ZzRJ4sdVkLG5mWX.mxl,English,0.6136363636363636,27.0,44.0,1.4814814814814814,0.713383714231786,34.845938375350144,5.925925925925926,16.0,0.5925925925925926
10476,Many are the sorrows many are the tears (Cline),Misc Traditional,folk,,,/mxl/7/50/QmPwNoc2ECjAa953VE8DS7cZNTJj5QgDSWia9CMXi1YQ1V.mxl,English,0.6435643564356436,65.0,101.0,0.8796296296296297,0.5884184587339822,37.652250283829204,1.7222222222222223,35.0,0.5384615384615384
10477,Tyrolean,Misc Traditional,folk,,,/mxl/7/50/QmPwTjmB66wZyZ5QBuUJWKhVurP8yEVqEv42TXAkAUx85k.mxl,Lithuanian,1.2903225806451613,40.0,31.0,0.717948717948718,0.4499981737124167,34.85847485847484,4.153846153846153,22.0,0.55
10478,WHILE BY MY SHEEP,Misc Traditional,folk,,,/mxl/7/50/QmPwJQef8B82TiqK7ojm1KGUkBiwZ5zy3bwq3VmYpkSApL.mxl,English,0.484375,31.0,64.0,2.0,0.9309493362512627,37.044595616024154,4.0,20.0,0.6451612903225806
10479,Mr. Blue Sky,Electric Light Orchestra,rock,,,/mxl/7/42/QmPsVkfwK53hCmeSs1uqJWTs8tSGcMBryB31p2Kgj3ra1w.mxl,English,0.3765432098765432,244.0,648.0,2.271604938271605,5.683190894299228,20.589080284167895,9.962962962962962,86.0,0.3524590163934426
10480,Z dawna Polski TyÅ KrólowÄ,Misc Traditional,folk,,,/mxl/7/42/QmPsNerY4s5UiXcfLFHBdVsP1dE1rE2pir25VosUD26myN.mxl,Polish,0.1951219512195122,48.0,246.0,3.148936170212766,10.556290296582084,20.6438164743535,3.446808510638298,20.0,0.4166666666666667
10481,When Jesus Christ Was Twelve Years Old - Version 1,Misc Traditional,folk,,,/mxl/7/42/QmPsCN4JajbUMLWaYu5C5dJGsYeFaYnyfMNjudAfuE8SvS.mxl,English,1.3518518518518519,73.0,54.0,0.7430555555555556,0.2885915938219466,14.819532908704877,1.3819444444444444,26.0,0.3561643835616438
10482,demons,Imagine Dragons,rock,,,/mxl/7/47/QmPUGkgDZD8ikqqdUTeE82xzrfAGQmSJ3h7W4JKBRK711v.mxl,English,0.5465116279069767,94.0,172.0,0.6057347670250897,0.25048930161774513,3.107769423558897,4.538530465949821,34.0,0.3617021276595745
10483,god rest ye merry gentlemen,The Kingston Trio,folk,,,/mxl/7/42/QmPs8uNorhz72Z1yWicJgeo3dEdbz5RasNEo2nuBTCT3W1.mxl,English,1.0979228486646884,370.0,337.0,0.9105691056910569,1.0462525467428352,21.68188598130254,2.97289972899729,90.0,0.24324324324324326
10484,La lune et le soleil,Charles Trenet,pop,,,/mxl/7/47/QmPUudfmp1YWYYW6NiPLxpe8bF7paYyRWAuwMAUAVDsGtT.mxl,French,1.233009708737864,254.0,206.0,0.5932944606413995,0.54402285489279,20.335027291549004,1.5393586005830904,73.0,0.2874015748031496
10485,Song of the Lonely Mountain (all bass choir),Ben Norlem,folk,,,/mxl/7/47/QmPU2dQeHgWDkVkjN1GM7wLSXYNstXj3pjT2VhGUmWHKMZ.mxl,English,0.6111111111111112,77.0,126.0,0.7789473684210523,0.7696517421843863,43.19753478844387,1.484210526315789,44.0,0.5714285714285714
10486,As Joseph And Mary Were A-Walking The Green,Misc Traditional,folk,,,/mxl/7/41/QmPRiQjtaEi1sMv8hMdbMMgBjJY7ZUG42jhP1rNuLHnCd8.mxl,English,1.1282051282051282,44.0,39.0,0.8604651162790697,0.36289503568202863,22.990033222591364,2.5813953488372094,22.0,0.5
10487,Noi umblam sa colindam,Misc Traditional,folk,,,/mxl/7/41/QmPR9pAxuEGVe6YLvFzH4NAvhfpxs7FAh1RM1DmuNCDf7C.mxl,Romanian,0.875,56.0,64.0,1.1272727272727272,0.33327823236042475,19.39393939393939,31.563636363636363,18.0,0.32142857142857145
10488,Laudate Pueri Dominum,Misc Traditional,folk,,,/mxl/7/41/QmPR8wmjwoGF12f2Ywqw4pr7KUqctM3FgCwqAhz4bbWdrA.mxl,Welsh,0.3188976377952756,162.0,508.0,3.0062111801242235,3.8107349096566976,32.41909578383324,12.79503105590062,74.0,0.4567901234567901
10489,Nie zna Åmierci Pan Å¼ywota,Misc Traditional,folk,,,/mxl/7/1/QmP2vAWHnbCPYHfCkiqwLCaMtQCrtNPpyomUGqyWs88r1g.mxl,Polish,3.0833333333333335,111.0,36.0,0.3090909090909091,0.36295390504867536,15.052048726467337,3.8181818181818183,31.0,0.27927927927927926
10490,baba yetu,Christopher Tin,pop,,,/mxl/7/17/QmPeCo2XmuUnQmqs798xGytrBrydDRMpC6cwXmxcn9LFJN.mxl,Unknown Language,0.5068493150684932,148.0,292.0,0.7534626038781161,0.9126588783809568,45.81985175022391,2.738227146814404,82.0,0.5540540540540541
10491,Come to the place of prayer,Misc Traditional,folk,,,/mxl/7/9/QmPa3FVQqFJ5e2uBVQfTm8jEpsg1TdT4D3Es2JNhQW5Rcm.mxl,English,0.05555555555555555,2.0,36.0,0.6538461538461539,0.4077195201368114,5.9682539682539675,3.6634615384615388,2.0,1.0
10492,DEO GRACIAS (English),Misc Traditional,folk,,,/mxl/7/27/QmPJHcpQTQKph4w3AjStq86xKVmtuENyx75q5VJVWd9YLy.mxl,English,0.7346938775510204,36.0,49.0,1.3142857142857143,0.5082984821330627,32.38095238095237,18.4,18.0,0.5
10493,A la orilla de un palmar,Misc Traditional,folk,,,/mxl/7/39/QmPQEvvVpE1PYr8DKJLJLF9oHuj34JHWDZ9tkWDNYDLGvx.mxl,Spanish,1.5769230769230769,123.0,78.0,0.6024590163934426,0.6171673942964252,37.49597119202717,2.2459016393442623,58.0,0.4715447154471545
10494,O selig Haus wo man dich aufgenommen,Misc Traditional,folk,,,/mxl/7/39/QmPQLQKvQZhQdrut2ExTtau7zzP6qhBLvQQwZB3YqCpdjU.mxl,German,0.12903225806451613,8.0,62.0,0.7168674698795181,0.3972250969116754,6.06060606060606,4.120481927710843,5.0,0.625
10495,Mary Did You Know?,Pentatonix,pop,,,/mxl/7/39/QmPQsBou6A5jmi5zx8JjoQ5DEbJNSEhFhX3EMNSbUepGJt.mxl,English,0.6896551724137931,240.0,348.0,1.4142259414225942,1.4354910110043626,33.06806871163308,5.7740585774058575,93.0,0.3875
10496,Greensleeves,Misc Traditional,folk,,,/mxl/7/39/QmPQPr5a3VUnMDUVPwi9NQRXvxUeHSTMGPok57kw3dsXRe.mxl,English,0.75,72.0,96.0,1.032967032967033,0.8247616965257486,14.272300469483566,2.021978021978022,31.0,0.4305555555555556
10497,drops of jupiter,Train,rock,,,/mxl/7/39/QmPQgQ75mZoUzMbn4i1c4Lu2wHT497W3DYZtyjXfQDsNQr.mxl,English,1.0413907284768211,629.0,604.0,0.9187898089171974,1.8320650178705564,23.585377585377657,4.275477707006369,153.0,0.24324324324324326
10498,a la claire fontaine,Misc Traditional,folk,,,/mxl/7/16/QmPD8KJxtDLSJ8TXNt9NWEkfVBmKDFWbRDr7RjECeWzz8V.mxl,French,1.75,42.0,24.0,0.5609756097560976,0.21227920957962443,31.272727272727263,2.804878048780488,19.0,0.4523809523809524
10499,Zahnweh Op. 55 No. 2,Misc Traditional,folk,,,/mxl/7/14/QmPCnac7nFMQeVUuzAEnEkne1eZUc5DmHQNDLXDi2ZEuYj.mxl,German,1.05,252.0,240.0,0.9402390438247012,0.44230285480427317,17.88765646576685,1.8565737051792828,87.0,0.34523809523809523
10500,God and His Church,Misc Traditional,folk,,,/mxl/7/14/QmPCEewQ7qCrfmbCr8Zyxp2muxLCh3rYqWZT3JUgWD25UF.mxl,,,,,,,,,,
10501,The Blue Bells of Scotland,Misc Traditional,folk,,,/mxl/7/57/QmPZsTTNfsYupwjBVwJZaTeNfWXhzZpB8gQbmGN5Svyw3R.mxl,No Lyrics,0.046875,3.0,64.0,1.150943396226415,0.5628842977425016,0.0,3.3962264150943398,2.0,0.6666666666666666
10502,Happy Birthday to You,Misc Traditional,folk,,,/mxl/7/21/QmPg33KUUxLUiP38cCJ7TB2YiE8NeA67xUCoyjF4UD767X.mxl,,,,,,,,,,
10503,Within the Father's House,Misc Traditional,folk,,,/mxl/7/45/QmPTvsaJqvANksr1pNXHEBzkigKKnvXUfs3HSY7Ejt38ou.mxl,English,0.8125,26.0,32.0,1.16,0.5425863986500213,23.300970873786408,6.959999999999999,10.0,0.38461538461538464
10504,songs of leonard cohen,Leonard Cohen,folk,,,/mxl/7/45/QmPTPgzMcfkf6mVKt8eKchDDFmSrzXdic2QcvacaVQu4dg.mxl,English,0.6844207723035952,257.0,375.5,1.453125,6.016801832940404,21.80844796229411,11.107421875,89.0,0.3463035019455253
10505,the Little Ship,Misc Traditional,folk,,,/mxl/7/0/QmP1gJpzRYsJdSRAB22dDmAb1ojovwZnDL83M23M3oVdUm.mxl,English,1.3958333333333333,67.0,48.0,0.7121212121212122,0.32926233048637465,20.707070707070702,1.4090909090909092,28.0,0.417910447761194
10506,shenandoah,Misc Traditional,folk,,,/mxl/7/2/QmP37iDkRYXVBhcwJ89v1HJz9YGak4uS751HH3T8KSTCNx.mxl,English,1.1818181818181819,39.0,33.0,0.5740740740740741,0.5924478990017182,45.51378446115289,1.1481481481481481,22.0,0.5641025641025641
10507,lovely,Billie Eilish,pop,,,/mxl/7/19/QmPfsNDrwAvE9gNjoNTYjY6d9pvRKsZAP9yaNYu5yXwwwY.mxl,English,0.7632978723404256,287.0,376.0,1.1486013986013985,2.2028677329885986,25.407313720852947,3.2540792540792545,97.0,0.33797909407665505
10508,Arise O Lord with healing rod,Misc Traditional,folk,,,/mxl/7/19/QmPfvZNsXByG8tAiQYXWHcmfDkTFTvGLHACJhXb5Ar3cmH.mxl,No Lyrics,0.0784313725490196,4.0,51.0,1.411764705882353,0.7323470351758077,27.333333333333332,2.9411764705882355,4.0,1.0
10509,Vem kan segla förutan vind,Misc Traditional,folk,,,/mxl/7/19/QmPffogAuQ5txZfRDD4M5SLkmNnb6cyrpLVs8WvD7Lvuuu.mxl,Swedish,0.9375,30.0,32.0,0.6666666666666666,0.6324555320336759,31.494252873563223,1.2666666666666666,18.0,0.6
10510,everybody loves saturday night,Misc Traditional,folk,,,/mxl/7/19/QmPf6iYjcLu81pojLFfpdYZ9TZZhwtEBByZpa18umpuMK7.mxl,English,0.671875,43.0,64.0,1.0344827586206897,1.0374956126434742,25.396825396825392,1.9655172413793103,20.0,0.46511627906976744
10511,Transylvania,Misc Traditional,folk,,,/mxl/7/34/QmPNEyGuYjPACk9BAtH1WQMbNZN4ZH6D9mDmYo5v6Uai8v.mxl,No Lyrics,0.1568627450980392,8.0,51.0,1.2972972972972974,0.7485071580608772,27.42616033755275,2.7027027027027026,7.0,0.875
10512,Greensleeves,Misc Traditional,folk,,,/mxl/7/34/QmPNSKWfssRzGKCvQGHkuwp1YgHJExVHSZztUtMYmTx753.mxl,English,1.046875,67.0,64.0,0.75,0.5428101483418094,25.28138528138528,1.4761904761904763,31.0,0.4626865671641791
10513,Hail happy day the day of sacred rest,Misc Traditional,folk,,,/mxl/7/34/QmPNBehKGXBNGrMgY9zCpMADyAPHuzMxZMUu324jioaY2a.mxl,English,0.20588235294117646,7.0,34.0,0.64,0.33226495451672294,18.877192982456137,1.32,4.0,0.5714285714285714
10514,Whom The Sire of Heavn Begot,Misc Traditional,folk,,,/mxl/7/33/QmPnXGP2f4tYBURWXr21zHmnNpPrghsyurin3QtiAHnPND.mxl,English,0.7083333333333334,68.0,96.0,1.4029850746268657,0.6243731541299076,13.873489694385219,2.8059701492537314,29.0,0.4264705882352941
10515,Whence Comes This Rush of Wings,Misc Traditional,folk,,,/mxl/7/33/QmPnpy5MsRuMXDhLG28JapDqZgb9YjSskYoiXBALG7eSHJ.mxl,English,1.0,32.0,32.0,0.967741935483871,0.40031205309647916,38.709677419354826,3.870967741935484,17.0,0.53125
10516,In Bethlehem City,Misc Traditional,folk,,,/mxl/7/33/QmPnXxfRf2sQVE2ZTgRzDprPYWHnK6SK43JPAa8xyzvKd4.mxl,English,1.02,102.0,100.0,0.7889908256880734,0.5876932747930109,34.00611620795106,2.2568807339449544,38.0,0.37254901960784315
10517,when the saints go marching in,Misc Traditional,folk,,,/mxl/7/56/QmPzSCidhRvvJPqp7XLWXnEHfbsLosLKbPYEcH2YveLJiA.mxl,English,0.6231884057971014,172.0,276.0,1.4754098360655739,0.9824674642822511,36.25653729699969,5.333333333333333,70.0,0.4069767441860465
10518,wie schön du bist,Sarah Connor,pop,,,/mxl/7/56/QmPzCvtmL6Zv9ko2YNSUu5b16p7e7EpV5LwGff9xqgfjS7.mxl,German,0.9440298507462687,253.0,268.0,0.9098039215686274,1.2863163551299612,20.202199903320672,11.102941176470589,71.0,0.28063241106719367
10519,on top of old smokey,Misc Traditional,folk,,,/mxl/7/7/QmP8UVZbJY7y5m4ZesBfmXgbwr487izSeTBW3hP4aDKZsz.mxl,English,0.5833333333333334,56.0,96.0,1.0804597701149425,1.0850964341338796,29.09090909090909,2.0,21.0,0.375
10520,wanted dead or alive,Bon Jovi,rock,,,/mxl/7/7/QmP8CJWdXtw6TFg239WYwKTxMvnqiiiu9NAESA3wDVqopu.mxl,English,1.0718232044198894,388.0,362.0,0.760335917312661,1.9535686925505271,31.27990006568166,2.6001291989664095,139.0,0.3582474226804124
10521,As It Fell Out One May Morning,Misc Traditional,folk,,,/mxl/7/53/QmPX2KXKxNm8Fx4SXcomcSMutgLAr95rw98F6dmUNenx3z.mxl,English,1.015625,65.0,64.0,0.953125,0.5055840527301074,37.54464285714287,9.453125,27.0,0.4153846153846154
10522,Once More The Sweet Melodious Song,Misc Traditional,folk,,,/mxl/7/7/QmP8TpxTryX8EttvcJe83BGbQJCSrTkEDnz6F839kjieAG.mxl,English,1.6296296296296295,264.0,162.0,0.6102661596958175,0.29525577858255797,20.784009916330945,1.8307984790874525,72.0,0.2727272727272727
10523,Through Desert land,Misc Traditional,folk,,,/mxl/7/53/QmPXet5ARXHFim1PhfLp36MTgRHrLRKg1UqPCsirSsMcgm.mxl,No Lyrics,0.3137254901960784,16.0,51.0,1.0,0.5103103630798288,19.701492537313428,2.2708333333333335,11.0,0.6875
10524,Chrystus zmartwychwstaÅ jest,Misc Traditional,folk,,,/mxl/7/53/QmPXA9RsWYJT5q9B5KMZGXcSaWuBh8BrHh7Ca1q2zA29S1.mxl,Polish,2.269230769230769,177.0,78.0,0.4090909090909091,0.9441482589706743,21.653065494873445,1.0227272727272727,53.0,0.2994350282485876
10525,As I Sat On A Sunny Bank,Misc Traditional,folk,,,/mxl/7/53/QmPX25LMEr3qCcioZCic4DtBk837YZKKpZ61gK9jwkV55e.mxl,English,1.5238095238095237,32.0,21.0,0.6451612903225806,0.2600728305902758,15.268817204301074,3.225806451612903,16.0,0.5
10526,The Cherry Tree Carol - R. R. Terry,Misc Traditional,folk,,,/mxl/7/12/QmPB7kaPk5zBESJ9kc5j2QSw2t1ngAh9pjnZpQA3kX6dcF.mxl,English,1.25,30.0,24.0,0.7586206896551724,0.3624792420970455,36.32183908045976,4.344827586206897,16.0,0.5333333333333333
10527,down by the riverside,Misc Traditional,folk,,,/mxl/7/12/QmPBGM1ihKnmTq6JkT9mcxkvzDdLPnXh4Q1HcD59kW2esN.mxl,English,0.8692307692307693,113.0,130.0,1.1160714285714286,0.7280482189962926,39.44211287722742,5.9375,57.0,0.504424778761062
10528,The Maker Of The Sun And Moon,Misc Traditional,folk,,,/mxl/7/12/QmPBsWvywuxzfCDfg1b1547xaoumnscuyQ8EKW64hpvce9.mxl,English,0.96875,31.0,32.0,0.6304347826086957,0.49381811702611045,32.32804232804234,1.608695652173913,13.0,0.41935483870967744
10529,Han lefver! o min ande känn,Misc Traditional,folk,,,/mxl/7/12/QmPB2THm1WDWh5AutqH64jdtqjcnU5MzCNBD39hUCt2qeR.mxl,,,,,,,,,,
10530,While Shepherds Watched Their Flocks,Misc Traditional,folk,,,/mxl/7/12/QmPBJXB2N6dj2QLroix31rFkoAp37FrtyhXNtuHmt9qTHJ.mxl,English,1.075,43.0,40.0,0.8809523809523809,0.3545541098056055,24.547038327526106,25.833333333333336,21.0,0.4883720930232558
10531,live is life,Opus,rock,,,/mxl/3/11/Qmdb7tuMJZjrYUvQZP9RSYRFW3mz5odjbS4ABu45Ms8NL1.mxl,English,1.4086956521739131,162.0,115.0,0.5302325581395348,0.5886990849180753,27.929337743002314,0.8325581395348836,65.0,0.4012345679012346
10532,cogli la prima mela,Angelo Branduardi,folk,,,/mxl/3/11/Qmdb1o4ZpofpLTCzYd9pUQ4UYAy4p11k4Ran1NNE3GCP51.mxl,Italian,1.8160919540229885,316.0,174.0,0.456,0.8610443271593705,19.352985638699916,2.504,87.0,0.27531645569620256
10533,my country tis of thee,Misc Traditional,folk,,,/mxl/3/11/QmdbspSeYYmQQa8kisNyYwMHDVSpXaac41qQTa41DZPgtV.mxl,English,0.9619047619047619,101.0,105.0,1.02,0.5697367813297644,29.518836255128747,4.08,45.0,0.44554455445544555
10534,bad guy,Billie Eilish,pop,,,/mxl/3/5/Qmd6Swbxw56zG1N4uqFzwBpjRS8xYnNUMJp4S3ZDF2AhbB.mxl,English,0.651595744680851,245.0,376.0,0.9672131147540977,3.124213150065332,9.51597347799881,2.7254098360655723,62.0,0.2530612244897959
10535,Old Mountain Dew,Misc Traditional,folk,,,/mxl/3/5/Qmd6PioVoS7MeMLUMXr9QUFPzfcMS4PfxKvYZMZjnADjUX.mxl,English,0.6171875,79.0,128.0,1.4090909090909092,0.912493631812942,38.40048840048842,2.8181818181818183,35.0,0.4430379746835443
10536,Walk together children,Misc Traditional,folk,,,/mxl/3/5/Qmd64dhogNm9ekL1ho7yop6zKPgg1kBM5JzHfZMVwqcxfP.mxl,English,0.6328125,81.0,128.0,1.55,0.8609587678861282,37.27130325814541,6.15,41.0,0.5061728395061729
10537,O King Of Saints With Pitying Eye,Misc Traditional,folk,,,/mxl/3/44/QmdtBYtuzHug9PhYpQFDNRY3yKtpiyWAEPD4JH8NuPiSj8.mxl,No Lyrics,0.10294117647058823,7.0,68.0,0.8888888888888888,0.2078698548207746,10.526315789473681,16.0,4.0,0.5714285714285714
10538,Lord I Want to Be a Christian,Misc Traditional,folk,,,/mxl/3/44/QmdtdqtmR1Rs1EtqPLVueB5v8KpNjxkzCfhRefeytDu6g6.mxl,English,0.828125,53.0,64.0,1.1923076923076923,0.9048684889245068,23.935112506541053,5.961538461538462,25.0,0.4716981132075472
10539,I've got a home in glory land,Misc Traditional,folk,,,/mxl/3/44/QmdtwRVBi6tfmezFGH5DNmBwB9y5jTCWdX4tC3PSmifuY1.mxl,English,0.6833333333333333,41.0,60.0,1.4,0.8,30.59307359307359,2.8,23.0,0.5609756097560976
10540,I Love To Hear Sweet Voices Sing,Misc Traditional,folk,,,/mxl/3/46/QmduwdYMhHP2nvwtH4Lj3XZTXnZiwM7nM2KrtadWJ5mmim.mxl,English,1.0833333333333333,52.0,48.0,0.8823529411764706,0.4934694628106622,37.83380018674137,4.411764705882353,25.0,0.4807692307692308
10541,kyrie eleison,Misc Traditional,folk,,,/mxl/3/46/QmduX5h2A5L8D2eT9FCtUbWD9odP2V4jWg1U72eLyv5Pw1.mxl,Italian,1.1875,19.0,16.0,0.7777777777777778,0.47058539850270603,54.22619047619048,5.444444444444445,15.0,0.7894736842105263
10542,Day Of Life,Misc Traditional,folk,,,/mxl/3/46/QmduH17UwKGY6h7zPiXpmCBrRCsZZBXjwEvVjGi3ggAq4S.mxl,English,0.11764705882352941,6.0,51.0,0.8,0.5416025603090641,21.894589927376813,2.4000000000000004,4.0,0.6666666666666666
10543,The Lord At First Did Adam Make,Misc Traditional,folk,,,/mxl/3/4/Qmd5HD3Zm8Ci5FcY4d24aS63169rSfpe8G7XvPCz5babLi.mxl,English,0.53125,51.0,96.0,0.8017241379310345,0.611947535307631,35.19345238095239,6.310344827586206,23.0,0.45098039215686275
10544,always,Panic! At the Disco,rock,,,/mxl/3/4/Qmd5YZmJv5nSBrdQpLb96vWtzLEz9hehFBmX5kLABgJad9.mxl,English,0.5885167464114832,246.0,418.0,1.6571428571428573,1.2955181770005297,41.23344868483056,13.159183673469387,109.0,0.44308943089430897
10545,Blin' Man,Misc Traditional,folk,,,/mxl/3/35/QmdoJZCaJ5AhxDZeK4UrRmT6GesVuXN39emkPekWYaD2Qn.mxl,English,1.03125,33.0,32.0,0.9375,0.42847841252506524,37.43589743589741,1.875,19.0,0.5757575757575758
10546,bellyache,Billie Eilish,pop,,,/mxl/3/35/QmdoR8aivn7TEbUvdja2cFrKHfxmhdLgrv4h2Qq5WdJy11.mxl,English,0.60828025477707,191.0,314.0,1.2540322580645162,1.2359528741112815,34.472039400489514,4.884072580645161,87.0,0.45549738219895286
10547,little drummer boy,Pentatonix,pop,,,/mxl/3/35/QmdoDe3mysHtwyGA4XocpxyzKucSgVjhaAJBiepx9qpU9H.mxl,French,0.5234042553191489,246.0,470.0,1.9020408163265305,2.6807316847608877,38.05319692209159,9.110204081632652,96.0,0.3902439024390244
10548,On the Field of Work,Misc Traditional,folk,,,/mxl/3/35/Qmdo4AQvhieNDmJhVQBVLuHhHpSVkaCnbCKefYkzUWcM6f.mxl,No Lyrics,0.029411764705882353,2.0,68.0,1.0666666666666667,0.608732745591656,37.50975800156127,4.266666666666667,2.0,1.0
10549,Shallow,Lady Gaga,pop,,,/mxl/3/13/Qmdc1YtxAr9fTctsTiQcdwkAkWdyykXethBFnU7poPjAch.mxl,English,0.42346938775510207,166.0,392.0,0.9150943396226415,1.2541848779510791,23.532591248777578,1.7146226415094339,41.0,0.2469879518072289
10550,Canto de las nustas,Misc Traditional,folk,,,/mxl/3/13/QmdcjZsXxZNMNFm4AFeLdgj36NpgTUiVzsadupMjmjMoCD.mxl,Spanish,0.6388888888888888,23.0,36.0,1.5454545454545454,0.8105706590966822,49.77777777777775,6.8181818181818175,14.0,0.6086956521739131
10551,Infant So Gentle,Misc Traditional,folk,,,/mxl/3/32/QmdMZUkTAUEN4dnCz46urxxJ4MVg1xgNu6hc5GWWGfdqmr.mxl,English,0.9215686274509803,47.0,51.0,1.0434782608695652,0.539988797755401,40.773109243697476,3.1304347826086953,24.0,0.5106382978723404
10552,Votre divin Maître,Misc Traditional,folk,,,/mxl/3/32/QmdMtUk15aumF3QkNbCze4cKdqxosPh8VJtTqjrC6T2hng.mxl,French,1.5595238095238095,131.0,84.0,0.46511627906976744,0.6089960174499306,11.509157509157507,1.6744186046511629,31.0,0.2366412213740458
10553,Miss McLeod's,Misc Traditional,folk,,,/mxl/3/32/QmdMKUxAGqKR1zHS7x1fkLE9q2avbsWnXE8ymitHXLgxsk.mxl,English,1.4375,92.0,64.0,0.6923076923076923,0.2750547474897542,24.908424908424912,3.406593406593407,31.0,0.33695652173913043
10554,Gott Ist Die Liebe,Misc Traditional,folk,,,/mxl/3/10/QmdAPnw6hx67vW83A8Qs2o4oMEMPK4p3ovngMckywJdsYk.mxl,English,1.8888888888888888,51.0,27.0,0.4067796610169492,0.3621332308342627,23.14814814814815,1.3898305084745763,20.0,0.39215686274509803
