id,title,artist_name,genres,year,language,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity
11296,MÄdroÅci która,Misc Traditional,folk,,,/mxl/0/32/QmaMTumdBGodyxLL3RmUgyJPbMdh1dwCZE98rAAQYDuHmV.mxl,Polish,1.5304347826086957,88.0,57.5,0.6494252873563219,0.7075737341405536,36.80423280423278,6.4655172413793105,47.0,0.5340909090909091
11297,BurÄonis roz-arbedo,Misc Traditional,folk,,,/mxl/0/10/QmaAKFaxJytSvY2euQ77MtDKHCLuYcUNtreK9qa46kQyse.mxl,No Lyrics,0.25,19.0,76.0,1.2413793103448276,0.5962626367513992,32.655367231638415,6.724137931034483,10.0,0.5263157894736842
11298,An Alarc'h,Misc Traditional,folk,,,/mxl/0/10/QmaAxy22cFd5LLXwxHuiNL5VfbigaXrfPSxXGH1QAfbbCy.mxl,Breton,1.6981132075471699,45.0,26.5,0.45535714285714285,0.40945069599278944,27.01298701298701,0.8214285714285714,23.0,0.5111111111111111
11299,Iny Hono Izy Ravorombazaha,Misc Traditional,folk,,,/mxl/0/10/QmaAYZVqUYHgj1YTboQvTDBS7me8BkHeiLCYBVc8fN6WDj.mxl,Slovenian,0.8571428571428571,48.0,56.0,1.1063829787234043,0.7574886433582084,41.882352941176485,3.3191489361702127,24.0,0.5
11300,Behold The Saviour Comes,Misc Traditional,folk,,,/mxl/0/40/Qmar12DZiYvXdPGsjvhicF8KY2yiwWnMfGWGXknjBLe6vk.mxl,English,1.0384615384615385,54.0,52.0,0.9056603773584906,0.4861924047820802,38.9213364903973,2.716981132075472,28.0,0.5185185185185185
11301,King Jesus hath a garden,Misc Traditional,folk,,,/mxl/0/48/QmavR7XZDGkR7nGk6pbAVrsi8G5c1xWCVmPYT6ri2MXSGc.mxl,English,0.9125,73.0,80.0,1.0555555555555556,0.4374448818895454,19.81481481481481,3.083333333333333,24.0,0.3287671232876712
11302,The Cherry Tree Carol - R. R. Terry,Misc Traditional,folk,,,/mxl/0/48/Qmavrv6x2fiBd7k9sB4QS5Y9X1csKDnpGZQt6jdNnQTxDy.mxl,English,0.5531914893617021,13.0,23.5,0.6323529411764706,0.407806606584178,38.095238095238095,11.764705882352942,9.0,0.6923076923076923
11303,Jesus our loving Redeemer,Misc Traditional,folk,,,/mxl/0/38/Qmaq6bUpqtzBYgU4dwUT34hZwUVNssA6EXiTjPyg621rCT.mxl,No Lyrics,0.17708333333333334,17.0,96.0,1.5,0.9113973673926882,27.29559748427673,4.548387096774194,10.0,0.5882352941176471
11304,The Black Velvet Band,Misc Traditional,folk,,,/mxl/0/38/QmaqAPk5QGeVj2jfPEMF32X7skeNMbms6rnry2SXm9mKaC.mxl,English,0.8472222222222222,122.0,144.0,1.0,0.6945461584352642,28.681621408894138,4.0,45.0,0.36885245901639346
11305,anchor,Novo Amor,folk,,,/mxl/0/51/QmaWoKkWHuzbTvYqjKS4H1mAajYc3SU7o4pHrU598bnWyH.mxl,English,0.545662100456621,239.0,438.0,1.6218487394957983,2.542881303100496,8.14992927864216,6.63235294117647,75.0,0.3138075313807531
11306,3 Guys Named Joe,Eric Carr,rock,,,/mxl/0/51/QmaWRPF3P8NQ7GS7zxn1VxgYqtpRks8GTNyTrUFgWHX1xM.mxl,,,,,,,,,,
11307,golden days,Panic! At the Disco,rock,,,/mxl/0/37/QmaPbkD7BNyNdDstTdTvQvmbdf6BGP3GfWTXUmu25khitn.mxl,English,0.7329842931937173,280.0,382.0,1.3434163701067616,2.3430143922507827,23.830569360812788,6.1761565836298935,110.0,0.39285714285714285
11308,Album of Christmas carols,Misc Traditional,folk,,,/mxl/0/37/QmaPtksNt3eLJWVvH4Qk6rkcpixPbWU2s83dp1vfjkUhnX.mxl,Italian,0.9780058651026393,667.0,682.0,0.975975975975976,2.4728983298091705,24.9991809420875,3.7687687687687688,225.0,0.3373313343328336
11309,auld lang syne,Misc Traditional,folk,,,/mxl/0/26/QmajiALpkU2oPgkg87Hey8JxKTpby7Ej6QwigLTu8pjfHH.mxl,English,0.875,56.0,64.0,0.8591549295774648,0.6775218856791942,17.9884290164664,2.577464788732394,22.0,0.39285714285714285
11310,Noi umblam sa colindam,Misc Traditional,folk,,,/mxl/0/26/QmajKwTg1KoihHoBrjx8Up8K1F3EhE215ChbcomMyhGdXx.mxl,French,0.875,168.0,192.0,1.1377245508982037,0.3446106483817522,19.1616766467066,5.688622754491019,37.0,0.22023809523809523
11311,Battle Hymn of the Republic,Misc Traditional,folk,,,/mxl/0/26/QmajfwAgfobt7SVb1pnGFiT44gfU9thwLjZhGFTkJ7AFBG.mxl,,,,,,,,,,
11312,Above the hills of time,Misc Traditional,folk,,,/mxl/0/26/QmajCix9vxMrzk1itWNgeTvcsBYBYfmb5P7Yz4GykKRSvX.mxl,English,0.875,56.0,64.0,0.5291666666666667,0.4247343941283254,23.484026522001212,2.7666666666666666,27.0,0.48214285714285715
11313,Over My Head,Misc Traditional,folk,,,/mxl/0/3/Qma4Yh5uqMLmSCX27bBryh51KKYNwkvihMCRtXvZd4vLWb.mxl,English,0.5174418604651163,89.0,172.0,1.8522727272727273,5.215975110165144,45.44867916918714,4.176136363636363,45.0,0.5056179775280899
11314,ÐÐµÑÐ½ÐÐº,ÐÐ¾ÑÐ¾ÐÑ Ð ÐÑÑ,rock,,,/mxl/0/3/Qma4M1xnRM14CFZxGXxPKQCUmWZsEntXKrSLjrTy1QTmQF.mxl,Russian,1.4505208333333333,557.0,384.0,0.5539358600583091,0.49487810022114165,10.306729264475742,1.4052478134110786,91.0,0.16337522441651706
11315,Boil Them Cabbage Down,Misc Traditional,folk,,,/mxl/0/3/Qma49ng8typFVvmhRaN6sBUSJQvFn2JABec4uj1K2u5eec.mxl,English,1.5,24.0,16.0,0.4375,0.3903123748998999,25.03401360544217,1.3125,12.0,0.5
11316,Saint James Infirmary Blues,Misc Traditional,folk,,,/mxl/0/3/Qma4qTbzHn5Hg79cpmeYzAu87uXyd3H3cusgu2kK9tCrQW.mxl,English,1.1724137931034482,102.0,87.0,0.821782178217822,0.701251209969982,25.895976501303462,2.2722772277227725,52.0,0.5098039215686274
11317,Ellacombe,Misc Traditional,folk,,,/mxl/0/3/Qma4Epz35tf4Gw6HNdqxKfDNVfjmWeYnF8jECEvZgdoQBr.mxl,English,0.984375,63.0,64.0,0.6354166666666666,0.588426426770775,14.239482200647243,6.197916666666666,24.0,0.38095238095238093
11318,Thee Christ We Laud And Magnify,Misc Traditional,folk,,,/mxl/0/3/Qma4qT5w34kjBBM7p9RwXrdimuEWNzoEh394xvTQfaXxB8.mxl,English,0.546875,70.0,128.0,1.826086956521739,0.3790346907426674,13.832199546485256,,21.0,0.3
11319,demons,Imagine Dragons,rock,,,/mxl/0/3/Qma4BQPQsD4PL1xouLt2j2YAQtViACJYgv3gk16STUH3X6.mxl,English,1.696969696969697,448.0,264.0,0.5760626398210291,0.23902706522631542,7.396044174567666,1.1208053691275168,97.0,0.21651785714285715
11320,Make We Joy Now In This Fest,Misc Traditional,folk,,,/mxl/0/22/QmaGHuy2hcdYz5gLQJdeFDsRpg3qfeEcYXxRJcg1gYF5HV.mxl,English,0.6551724137931034,57.0,87.0,1.5,0.6123724356957945,24.285714285714278,3.0,25.0,0.43859649122807015
11321,Batismo - água da vida,Misc Traditional,folk,,,/mxl/0/22/QmaG1MGFZ2qPENf6xX8jDhswKh3Myh5EGXqpkPmxC1rkMA.mxl,Portuguese,1.25,80.0,64.0,0.6458333333333334,0.5348124022080597,26.77083333333334,2.0,36.0,0.45
11322,She'll Be Coming Round The Mountain,Misc Traditional,folk,,,/mxl/0/6/Qma71GQth1QUN8TiGFMMqp5uFGJo2UY3ysDbh5VCXvT1ES.mxl,English,1.53125,49.0,32.0,0.484375,0.40474480771839433,15.0,2.265625,13.0,0.2653061224489796
11323,Shallow,Lady Gaga,pop,,,/mxl/0/6/Qma7KJgpB4boN4tmpFaPKkQH7nWbgeZNkpVLg7vQvXJ7Xp.mxl,,,,,,,,,,
11324,Wayfaring Stranger (I am a Poor),Misc Traditional,folk,,,/mxl/0/24/QmaHhrYFVd8u9XYHgRgjQVFhej91jzmDtCkrDcJFBvdv8C.mxl,Javanese,0.058823529411764705,6.0,102.0,1.3289473684210527,0.7632713164354308,43.01075268817203,6.578947368421053,5.0,0.8333333333333334
11325,I Will Extol Thee O My God,Misc Traditional,folk,,,/mxl/0/15/QmadnWWqZTMDvAohbA6XY6HqGM3SxKpzVBohizhFB9wbt8.mxl,English,1.9230769230769231,125.0,65.0,0.49193548387096775,0.5990041162809648,15.347384855581572,5.040322580645161,41.0,0.328
11326,Lucis Creator,Misc Traditional,folk,,,/mxl/0/54/QmayQ9rQ3JXYXuqvYDrZqMHZsj1H6sk2eRKzzSZy3cuQbb.mxl,No Lyrics,0.25,12.0,48.0,1.2105263157894737,0.5692975698101034,23.52941176470588,2.736842105263158,8.0,0.6666666666666666
11327,I have decided to follow jesus,Misc Traditional,folk,,,/mxl/0/54/Qmayq24vM9oLngptF6BwtUmpJKbQ7VUTwdst5GBGNJrvo1.mxl,English,0.703125,45.0,64.0,1.3409090909090908,0.6102600719135252,48.18181818181818,4.0227272727272725,21.0,0.4666666666666667
11328,Oi Calango,Misc Traditional,folk,,,/mxl/0/28/QmakvXRseCmn1YjwDgLmsWgnv9NMFJKUBS7NNTxbjjmswS.mxl,Catalan,1.7708333333333333,85.0,48.0,0.5535714285714286,0.2674600230792974,23.7006275378369,2.0595238095238093,31.0,0.36470588235294116
11329,chantons le seigneur-PSex14,Misc Traditional,folk,,,/mxl/0/28/QmakPYCFLK5n6UfhWYBMjb5JzqB3mGiMfAL1BHLQQLA6xk.mxl,French,1.0285714285714285,72.0,70.0,0.6789473684210526,1.260567519379318,15.538592027141645,1.7894736842105263,27.0,0.375
11330,Te Kieldrecht,Misc Traditional,folk,,,/mxl/0/28/QmakELtbrAManfouyjhygPsBMhYqcyedLaVJyrWnWpRemp.mxl,Dutch,1.2291666666666667,59.0,48.0,0.58125,0.4571908108219148,15.287356321839082,1.7437500000000001,23.0,0.3898305084745763
11331,sofia,Alvaro Soler,pop,,,/mxl/0/28/QmakRY7LyJKi2nMC8QXTcnAGAyAwzAniLfMc1aznWRj3fU.mxl,Spanish,1.048780487804878,172.0,164.0,0.7766990291262136,0.7973808927089422,13.182255454982743,2.2135922330097086,71.0,0.4127906976744186
11332,Waldo,Misc Traditional,folk,,,/mxl/0/25/QmaiArsYVyEfDcSMFAfwRBJPHq1wusGF34bEpshnTdy8WV.mxl,No Lyrics,0.03125,2.0,64.0,1.5384615384615385,0.8426500884694865,38.11965811965814,7.6923076923076925,2.0,1.0
11333,Shallow,Lady Gaga,pop,,,/mxl/0/55/QmaYLtLxMvpQP4tg8tKT1YzNX9ycResqHEomhyo3VLkqrM.mxl,English,0.3917910447761194,105.0,268.0,0.5653104925053534,0.5536196445890644,6.410256410256411,1.6541755888650966,22.0,0.20952380952380953
11334,L'U d'Aielo,Popular Valencià,folk,,,/mxl/0/55/QmaYsnsbJ5WX5KPJoHHcgDiWQP5MMNcuv3fkHNLz3ZmUR1.mxl,Catalan,1.0341880341880343,121.0,117.0,0.8914728682170543,0.7391626320037347,33.383458646616596,6.4186046511627906,45.0,0.371900826446281
11335,Greensleeves,Misc Traditional,folk,,,/mxl/0/36/QmapJuMz3bPyrZEaMQzwaN7YTtxgp4FAnqE37gRCrxtpuV.mxl,English,1.3333333333333333,64.0,48.0,0.4895833333333333,0.42986896420756987,16.203522504892366,3.515625,26.0,0.40625
11336,Llansannan,Misc Traditional,folk,,,/mxl/0/43/QmaSBfggfsXsUZxnS5nVFGm7u1aRZiJMLsm7Zy3uMG4joS.mxl,No Lyrics,0.234375,15.0,64.0,0.9117647058823529,0.35294117647058804,45.62962962962963,15.294117647058824,11.0,0.7333333333333333
11337,sometimes i feel like a motherless child,Misc Traditional,folk,,,/mxl/0/43/QmaSjRY8wYDW7bCnCBs8xPxvWGeaFtKPv8Tw21najzzuLB.mxl,English,1.0666666666666667,64.0,60.0,0.6222222222222223,0.6665740676431396,37.906960764103616,1.8666666666666671,34.0,0.53125
11338,Lo! he comes an infant stranger,Misc Traditional,folk,,,/mxl/0/18/QmaEXZFjimPPtDAQTYStLKT4zzLGXM3nR5jv26SEbYpvSd.mxl,English,0.7109004739336493,150.0,211.0,0.9627906976744186,0.7207951861510895,39.144211797273115,4.409302325581395,72.0,0.48
11339,Salem,Misc Traditional,folk,,,/mxl/0/18/QmaE4MbUaLcSTCNKWX7Tf2fGCKs93SdP44f5PjEgzBttUy.mxl,English,0.5986842105263158,91.0,152.0,1.6222222222222222,1.1368681259506184,33.06393473724154,11.733333333333333,39.0,0.42857142857142855
11340,Awake With Joyful Strains Of Mirth,Misc Traditional,folk,,,/mxl/0/18/QmaEu6j2krCiMPHYHQcbWy7RKa2UvuAK26avPRKoCRcW1L.mxl,,,,,,,,,,
11341,The Blue Bells of Scotland,Misc Traditional,folk,,,/mxl/0/18/QmaELP7PxdcHbyoqT5f5HRzXapexoyGrS4obLWnECk8hmg.mxl,No Lyrics,0.046875,3.0,64.0,1.150943396226415,0.5628842977425016,0.0,3.3962264150943398,2.0,0.6666666666666666
11342,Je Suis Malade,Serge Lama,pop,,,/mxl/0/31/QmamFkjvpgJYDMaXeuZMmna5us1HDCf9RfbfFumwX3F9LY.mxl,French,1.2708333333333333,305.0,240.0,0.5879888268156429,0.6305831121491228,12.732410179815483,0.9664804469273738,95.0,0.3114754098360656
11343,jerusalem,Misc Traditional,folk,,,/mxl/0/31/Qmamv8u4f9rMFe9V8Ys4EFTKxhFfWvA1Ya3GLkSBNwBagk.mxl,English,0.21153846153846154,22.0,104.0,0.6167664670658682,0.23500610123581334,40.740740740740726,1.8862275449101795,11.0,0.5
11344,Christ was once a little baby,Misc Traditional,folk,,,/mxl/0/31/QmamQdz9wRBFw73Z8ddjMvW93SGJTYdusc6C31ATWdkKHe.mxl,No Lyrics,0.17647058823529413,6.0,34.0,0.5714285714285714,0.35892412932574597,12.56038647342995,2.5714285714285716,6.0,1.0
11345,ONLY A STEP (Gabriel),Misc Traditional,folk,,,/mxl/0/31/QmamtFdDAVs2D1XSPwruUVNbwff4LNpCs8nN7Bsvu1RgvR.mxl,No Lyrics,0.125,9.0,72.0,1.0615384615384615,0.8879868861977476,16.666666666666664,2.0846153846153848,4.0,0.4444444444444444
11346,i saw three ships,Misc Traditional,folk,,,/mxl/0/52/QmaxJDW97yQ4wJcnm2V9huYtkKLNu517a1BtdYidDyJc6e.mxl,English,0.5,32.0,64.0,1.0,0.2839809171235324,9.493333333333332,19.0,15.0,0.46875
11347,goodnight ladies,Misc Traditional,folk,,,/mxl/0/52/QmaxaeK1r6CWh9J5xESMWr7hsmxfx4w7uRUyQfxmNXbxhP.mxl,English,0.968421052631579,46.0,47.5,1.011111111111111,0.8643487522013893,46.75837742504409,3.7333333333333334,26.0,0.5652173913043478
11348,Fear Not,Misc Traditional,folk,,,/mxl/0/8/Qma99gSVgAViuqEAukp5BSb2VVSUNSC2nTMJfNRAcLrLyz.mxl,English,0.3202247191011236,57.0,178.0,1.0419161676646707,0.6760734946865237,34.038800705467395,3.3008982035928147,33.0,0.5789473684210527
11349,O God The Great,Misc Traditional,folk,,,/mxl/0/8/Qma91CVTmi5UWaKfYTYdtNBhcjWMmAkwDF6wBihMSrMbFQ.mxl,English,0.18666666666666668,14.0,75.0,1.3584905660377358,0.7029409815168739,16.666666666666664,2.8679245283018866,7.0,0.5
11350,Cual lirio purísimo,Misc Traditional,folk,,,/mxl/0/8/Qma9ZDPLpEbMRzfFJmN7hM38k9DDkTKtRPzvNGrpUSropi.mxl,Spanish,1.3958333333333333,67.0,48.0,0.696969696969697,0.378181332556021,24.454545454545435,3.4848484848484853,27.0,0.40298507462686567
11351,Wassail Bough,Misc Traditional,folk,,,/mxl/0/50/QmawhuKZJWYLiNVPgxJJ5Z9EqEp2b7xu6B24hoDEgHDRZZ.mxl,English,0.8282828282828283,82.0,99.0,1.037037037037037,0.6225087523693187,11.58931082981714,2.9444444444444446,28.0,0.34146341463414637
11352,Christian rouse thee! war is raging,Misc Traditional,folk,,,/mxl/0/50/QmawPKQr2hqFkbGWk4QG2AKncNBSkPNYBLWssj4wgMz646.mxl,No Lyrics,0.03125,4.0,128.0,1.0598290598290598,0.6181458115070679,19.23214445338338,2.1025641025641026,3.0,0.75
11353,death of a bachelor,Panic! At the Disco,rock,,,/mxl/0/50/QmawDqhzc7a8cFoJ86tTVy2dZd1rNWxcQ3mNHViu8YugsJ.mxl,Portuguese,0.9312638580931264,420.0,451.0,1.0644391408114555,3.250796621817608,25.972450357617966,1.5966587112171826,161.0,0.38333333333333336
11354,say something,A Great Big World,rock,,,/mxl/0/50/Qmaw13uv7Kq3g7hozX6bTrgMTwFNcPCL3Bo3mCfHnsb7PA.mxl,English,0.6356589147286822,164.0,258.0,1.1211656441717792,1.886616536065849,25.32005208928293,1.0276073619631902,55.0,0.3353658536585366
11355,I'll Follow You Into the Dark,Death Cab for Cutie,rock,,,/mxl/0/47/QmaU1YdiNrNPw3GYaRSwdNGVHENczNp29HarNZJk5bisXW.mxl,English,0.5377906976744186,185.0,344.0,1.3315217391304346,2.1206077889263124,35.79899379899385,3.065217391304348,82.0,0.44324324324324327
11356,Should We Not Thank And Praise Our God?,Misc Traditional,folk,,,/mxl/0/47/QmaUYGP2hdoqobVEYBm4YG7AAnQ8MUBjrw9b1ZRh7SFBai.mxl,No Lyrics,0.3333333333333333,12.0,36.0,0.8421052631578947,0.6188408429634131,54.166666666666664,1.9473684210526316,8.0,0.6666666666666666
11357,Oh You New York Girls,Misc Traditional,folk,,,/mxl/0/1/Qma2nsRv8BP3jAPeVmtmkLi1f97gQtpbJFHmuenYHKf93x.mxl,English,0.765625,49.0,64.0,1.2916666666666667,0.6909634979907082,36.84523809523811,5.083333333333333,27.0,0.5510204081632653
11358,little drummer boy,The Almost,rock,,,/mxl/0/1/Qma2Y89hv3xxEiUpnMBxh4f4WMNzQ5CPqFGqYEpJ2dC9a9.mxl,English,0.7804878048780488,64.0,82.0,1.2698412698412698,1.1013173815048671,31.229757896424573,4.253968253968254,27.0,0.421875
11359,They leave the land of gems and gold,Misc Traditional,folk,,,/mxl/0/1/Qma2FqBY8JAg9sd28YkMptu2dkHgDzJPpeK5Xq4vtxs6x7.mxl,English,1.696969696969697,112.0,66.0,0.5765765765765765,0.3621098760448563,37.24913744202855,2.4918918918918918,59.0,0.5267857142857143
11360,ØºÙÙØ ÙÙØ³ÙØÙØ Ø³ØØØ ØØÙØ,Misc Traditional,folk,,,/mxl/0/1/Qma26qtPG4UKspCCxYryakQcCHgH8Ec8YePWXdU249cBVk.mxl,English,1.275,153.0,120.0,0.7631578947368421,0.7162295473819378,22.428419533682693,2.2796052631578947,49.0,0.3202614379084967
11361,What Good News The Angels Bring,Misc Traditional,folk,,,/mxl/0/17/QmaeSAHEZrbp19A2NiSSe9EFJpy9tTCQDZfp6odbLF84wT.mxl,English,0.734375,47.0,64.0,1.3043478260869565,0.5849401759597266,25.507246376811587,3.9130434782608696,20.0,0.425531914893617
11362,The Alarm (35517),Misc Traditional,folk,,,/mxl/0/17/QmaeWireiFD9MB2UwCeA22SSLnP99twZmmKZpnxtKxqfc7.mxl,No Lyrics,0.06666666666666667,4.0,60.0,1.2608695652173914,0.5289358721998451,16.83501683501683,8.521739130434783,4.0,1.0
11363,Out Of Your Sleep Arise,Misc Traditional,folk,,,/mxl/0/9/QmaaJ923K9uASABNzCWEMKnqFg3QMXuwheWs8yDYJXjXCW.mxl,English,0.7450980392156863,38.0,51.0,1.2972972972972974,0.7302300587084484,45.58558558558559,5.1891891891891895,21.0,0.5526315789473685
11364,the wild rover,Misc Traditional,folk,,,/mxl/0/9/QmaaPFFPqYmh6rUjLpvwKvB4cmJV9f54X1mCCorUonz1A4.mxl,English,0.7023809523809523,59.0,84.0,1.0833333333333333,0.8374896350934075,39.98357963875206,3.25,34.0,0.576271186440678
11365,O God my heart is fully bent To magnify thy Name (Tate and Brady),Misc Traditional,folk,,,/mxl/0/27/QmaJyuFVck7cest5R7BiAUPBzag3r9PzXeaz79HmW3PRTQ.mxl,No Lyrics,0.10416666666666667,5.0,48.0,1.4516129032258065,0.7967154216276432,29.895833333333332,3.032258064516129,5.0,1.0
11366,A Babe Is Born,Misc Traditional,folk,,,/mxl/0/27/QmaJRh5Pjm7FiBHRHeZGKMJ5qW3JhkdxrZJxvFq8KN23Yq.mxl,English,0.7083333333333334,34.0,48.0,1.393939393939394,0.4886216817150636,12.12121212121212,2.787878787878788,13.0,0.38235294117647056
11367,She'll Be Coming Round The Mountain,Misc Traditional,folk,,,/mxl/0/27/QmaJUcg2K4eDA2qCTh3WM4RMy6M9FN4ZdUW8n9kS366WKL.mxl,English,1.53125,49.0,32.0,0.484375,0.40474480771839433,15.0,2.265625,13.0,0.2653061224489796
11368,It Is Christmas Day,Misc Traditional,folk,,,/mxl/0/27/QmaJcGnuyY1zk2V4Z2w8TqN1byou37jmtuxWK27xEKwhNY.mxl,English,1.03125,66.0,64.0,0.9384615384615385,0.6139888016248423,30.9077589077589,3.753846153846154,30.0,0.45454545454545453
11369,the irony of choking on a lifesaver,All Time Low,rock,,,/mxl/0/39/QmaQdrAer59mJum68F2QcCNEkmhX6y7kukK2x6fhxmEZk6.mxl,English,0.9365671641791045,251.0,268.0,0.5067307692307692,0.5056915339560201,29.315718889489414,1.9384615384615385,92.0,0.3665338645418327
11370,La fille dans la tour,Misc Traditional,folk,,,/mxl/0/39/QmaQQoiLA6hKNdoRdc9zfXZ27gN5D7T1eB3isx3G1MEUFo.mxl,French,1.3650793650793651,43.0,31.5,0.6785714285714286,0.38685897164933136,24.897959183673464,1.2857142857142858,23.0,0.5348837209302325
11371,you raise me up,Josh Groban,pop,,,/mxl/0/39/QmaQ5BLBtpGxRcXmT1uVMp7sSBAtYZLiWYy3tyiHdwJjq4.mxl,Polish,1.3157894736842106,200.0,152.0,0.7298994974874372,0.6435595031699487,18.05882180882186,1.2864321608040201,86.0,0.43
11372,stenka razin,Misc Traditional,folk,,,/mxl/0/16/QmaDVnWwKKXe9RNswcCU5vDgtpMsfVGxxxGyZZBLDagPGq.mxl,Estonian,0.9836065573770492,60.0,61.0,0.7796610169491526,0.48074083402314705,13.403937332508756,1.4576271186440677,29.0,0.48333333333333334
11373,Vocals,Misc Traditional,folk,,,/mxl/0/14/QmaCyYQpAGcAz2FeM5iZQDS2FhxSVbVBpr7zMkZV16doGj.mxl,English,0.6,12.0,20.0,1.4545454545454546,0.5416534221733175,44.84848484848485,,9.0,0.75
11374,Mary Ann,Misc Traditional,folk,,,/mxl/0/14/QmaCM1MVj8zQB4PT4wDDofFc9XP7Vt3rNxUfSz7qh9AQZe.mxl,English,0.8671875,111.0,128.0,0.8732394366197183,0.8948928248802854,20.90909090909092,1.591549295774648,45.0,0.40540540540540543
11375,When Jesus Christ Was Twelve Years Old - Version 1,Misc Traditional,folk,,,/mxl/0/14/QmaCdg3RLibh6b86kRTbPEaqxkaQ3RBcXxhsiuWaeVp2RM.mxl,English,1.2452830188679245,66.0,53.0,0.8,0.4367713712793349,14.16020671834625,1.5076923076923077,22.0,0.3333333333333333
11376,Sleep Holy Babe,Misc Traditional,folk,,,/mxl/0/57/QmaZkZeN7UQSMvAQjzwq3djLg8y4RkNfwcuwitMfAecYvA.mxl,English,0.6209677419354839,77.0,124.0,1.5789473684210527,0.9285409875988077,23.212371765426415,3.0526315789473686,38.0,0.4935064935064935
11377,The Old Grey Mare,Misc Traditional,folk,,,/mxl/0/57/QmaZ9WbdQeuKZ2DTtUw3qriMQo8pegx5mxsD5AePqi6aL7.mxl,French,1.0461538461538462,68.0,65.0,0.917910447761194,0.7609745074150776,40.64913527600096,1.8208955223880596,30.0,0.4411764705882353
11378,Lovely Infant Dearest Savior,Misc Traditional,folk,,,/mxl/0/21/Qmagqa1mucy5ooA3ZYREiSrR8EYCRd9PSmrmwsHBgSQ9qZ.mxl,English,0.8333333333333334,60.0,72.0,1.1694915254237288,0.4566845283155077,20.33898305084745,17.033898305084747,20.0,0.3333333333333333
11379,otherside,Red Hot Chili Peppers,rock,,,/mxl/0/21/QmagrY5W7jrHjq7krCSTxi83oiKnudWL7ie9wtmrNa4TXU.mxl,English,0.9948453608247423,386.0,388.0,0.9974025974025974,1.8677004422046417,27.776540919398116,3.2675324675324675,116.0,0.3005181347150259
11380,Johnny Has Gone for a Soldier,Misc Traditional,folk,,,/mxl/0/21/QmagpkH3XA1Cjy5G313qSwX5pFpLHUWbAxZJ3t1HEkbAM5.mxl,English,1.109375,71.0,64.0,0.6428571428571429,0.5846680551337461,26.857142857142858,1.2857142857142858,34.0,0.4788732394366197
11381,africa,Toto,rock,,,/mxl/0/45/QmaT6ARPCzdycteLbJZpBjbFvTJc4KF216WNfJR9MEWSJs.mxl,English,0.5477707006369427,172.0,314.0,0.6904145077720207,2.28236908419157,19.446136001159946,0.8937823834196891,62.0,0.36046511627906974
11382,Alpha,Misc Traditional,folk,,,/mxl/0/45/QmaTVrcWkzGMUUq1KzVKAPWEYiH5FLkfVW9GeGiRGEpKfa.mxl,No Lyrics,0.19230769230769232,10.0,52.0,0.7619047619047619,0.49487165930539345,21.03324348607368,4.0476190476190474,6.0,0.6
11383,dona nobis pacem,Misc Traditional,folk,,,/mxl/0/45/QmaTJSXMiCnRJGDYoSoxgdc3qMAhEoAjGR9NdoRHNz9CpM.mxl,German,0.8,60.0,75.0,1.2203389830508475,0.7716984703615059,40.19370460048428,8.542372881355933,33.0,0.55
11384,the skye boat song,Misc Traditional,folk,,,/mxl/0/45/QmaTUeEtWrW2A7RrHfKr7YVjpShJcyCjmmEUw9EThsZpwY.mxl,English,1.2222222222222223,44.0,36.0,0.55,0.6271629240742259,30.912343470483005,1.1,21.0,0.4772727272727273
11385,Immanuel sunk with dreadful woe,Misc Traditional,folk,,,/mxl/0/0/Qma1vyJtk4EF1QFb57Ut6mh3uBCoCxdj2QVsX3JBQerKtb.mxl,No Lyrics,0.36231884057971014,25.0,69.0,1.2,0.6438520439863916,16.69467787114846,2.7636363636363637,13.0,0.52
11386,Requiem in D minor KV 626,Misc Traditional,folk,,,/mxl/0/0/Qma1qU8ywCZ8p9h3eoL2uR3Ld7sgZXSotgCszHZmFUkVR1.mxl,Romanian,0.9739583333333334,187.0,192.0,0.8333333333333334,1.3974022237388877,30.01872324186363,1.8951612903225805,69.0,0.3689839572192513
11387,Weve been told a joyful thing,Misc Traditional,folk,,,/mxl/0/0/Qma1pYTTgoC4Gj4Q4yDjKJDXf657mzjVbf9vvyGcTC76ks.mxl,English,0.296875,19.0,64.0,0.9538461538461539,0.47004972669083683,34.08163265306122,9.23076923076923,13.0,0.6842105263157895
11388,wÅród nocnej ciszy,Misc Traditional,folk,,,/mxl/0/49/QmaVozJsgYoyb9DLcNRSfPwgjHugMetHcGhia8hpCH6epG.mxl,Serbian,0.71875,46.0,64.0,1.3333333333333333,0.8027729719194863,33.77777777777777,6.555555555555555,23.0,0.5
11389,circle game,Joni Mitchell,folk,,,/mxl/0/49/QmaVB6Z8CjegRAeFSG6BQwVfmHmGTvPgVj864UN3JZ7poY.mxl,English,0.8508771929824561,194.0,228.0,1.002202643171806,4.109593856841189,0.0,2.191629955947137,20.0,0.10309278350515463
11390,W Zlobie Lezy,Misc Traditional,folk,,,/mxl/0/49/QmaV19aSPUujftRqycGesBEn1BCnhSTpcnAsEoSaiHy2iC.mxl,English,2.4693877551020407,121.0,49.0,0.38333333333333336,0.45061686115319227,10.601092896174867,6.266666666666667,39.0,0.32231404958677684
